,google-collections.csv,dsworkbench.csv,autofac.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,exist.csv,octet.csv,jchassis.csv,ambulant.csv,coot.csv,emono.csv,thedata.csv
ambulant.csv,0.94,0.8,0.43,0.74,0.24,0.41,0.54,0.08,0.04,0.65,0.59,0.62,0.0
autofac.csv,0.98,0.8,0.81,0.72,0.48,0.32,0.63,0.14,0.04,0.46,0.62,0.81,0.0
coot.csv,0.97,1.0,0.55,0.71,0.29,0.35,0.33,0.1,0.03,0.51,0.74,0.76,0.06
dsworkbench.csv,1.0,0.94,0.57,0.87,0.22,0.38,0.53,0.2,0.0,0.43,0.41,0.71,0.0
emono.csv,0.97,0.7,0.39,0.72,0.29,0.35,0.52,0.08,0.03,0.44,0.58,0.76,0.1
exist.csv,0.96,0.74,0.47,0.74,0.27,0.36,0.81,0.11,0.02,0.45,0.54,0.68,0.1
freelords.csv,0.99,0.8,0.57,0.83,0.43,0.29,0.61,0.18,0.05,0.42,0.55,0.63,0.06
google-collections.csv,1.0,0.76,0.47,0.74,0.29,0.35,0.57,0.12,0.03,0.38,0.52,0.66,0.06
jchassis.csv,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.22,0.0,0.0,0.0,0.0
jpaul.csv,1.0,0.75,0.62,0.54,0.56,0.32,0.51,0.19,0.11,0.67,1.0,0.0,0.0
neodatis-odb.csv,0.96,0.94,0.5,0.78,0.27,0.57,0.59,0.23,0.03,0.38,0.66,0.92,0.2
octet.csv,1.0,0.81,0.43,0.84,0.23,0.45,0.57,0.38,0.0,0.34,0.52,0.67,0.04
thedata.csv,0.97,0.81,0.44,0.71,0.24,0.37,0.58,0.09,0.0,0.49,0.6,0.7,0.57
