,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,mediaportal.csv
botsnscouts.csv,0.27,0.32,0.31,0.19,0.22
freenet.csv,0.38,0.28,0.32,0.28,0.36
mediaportal.csv,0.22,0.31,0.3,0.31,0.32
onotoa.csv,0.35,0.34,0.34,0.3,0.36
sqlpower-library.csv,0.3,0.32,0.22,0.31,0.37
