,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,mediaportal.csv
botsnscouts.csv,0.73,0.3,0.0,0.71,0.67
freenet.csv,0.0,0.77,0.0,0.58,0.13
mediaportal.csv,0.16,0.11,0.1,0.0,0.22
onotoa.csv,0.43,0.51,0.39,0.54,0.52
sqlpower-library.csv,0.71,0.37,0.57,0.0,0.0
