,flylinkdc.csv,xbrlapi.csv,vdsf.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,ldview.csv,red5.csv,ctrlr.csv,ipfire-wall.csv,gnome-jabber.csv,jruby.csv,oorexx.csv,fulguro.csv
ctrlr.csv,1.0,3.0,1.0,0.0,2.0,1.0,7.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0
dvt.csv,17.0,0.0,2.0,0.0,73.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0
flylinkdc.csv,0.0,0.0,36.0,0.0,11.0,6.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,4.0
fulguro.csv,2.0,0.0,1.0,0.0,5.0,33.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0
gnome-jabber.csv,6.0,0.0,5.0,0.0,7.0,21.0,0.0,0.0,3.0,7.0,2.0,0.0,1.0,2.0
ipfire-wall.csv,0.0,0.0,4.0,0.0,11.0,6.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0
jruby.csv,13.0,2.0,5.0,0.0,6.0,3.0,0.0,0.0,79.0,0.0,0.0,0.0,1.0,1.0
ldview.csv,1.0,0.0,5.0,0.0,7.0,20.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,1.0
maidsafe-dht.csv,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,79.0,1.0,0.0,0.0,1.0,89.0
nuttx.csv,12.0,0.0,5.0,0.0,2.0,1.0,1.0,0.0,4.0,11.0,0.0,0.0,0.0,19.0
oorexx.csv,2.0,0.0,298.0,0.0,12.0,4.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0
red5.csv,5.0,0.0,4.0,0.0,5.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0
vdsf.csv,6.0,0.0,0.0,0.0,7.0,21.0,0.0,0.0,2.0,8.0,3.0,0.0,1.0,2.0
xbrlapi.csv,3.0,0.0,5.0,0.0,6.0,21.0,0.0,0.0,2.0,3.0,3.0,0.0,1.0,2.0
