,capcode.csv,lmms.csv,linuxsh.csv,mcmc-jags.csv,scite-ru.csv,bl-toolkit.csv,nicepress.csv,sbml.csv,gpac.csv,mbse.csv,gebr.csv,gretl.csv,kowari.csv,libtorrent.csv,modellus.csv,kindb.csv,lufa-lib.csv,bibletime.csv,mplayer-ce.csv,miranda.csv
bibletime.csv,0.58,0.63,0.77,0.63,0.5,0.46,0.65,0.48,0.81,0.75,0.46,0.47,0.95,0.48,0.56,0.76,0.67,0.0,0.86,0.91
bl-toolkit.csv,0.74,0.6,0.86,0.52,0.82,0.02,0.53,0.91,0.73,0.96,0.52,0.46,0.67,0.69,0.52,0.72,1.0,0.79,0.94,0.63
capcode.csv,0.17,0.82,0.73,0.97,0.81,0.65,0.84,0.82,0.77,0.9,0.95,0.83,1.07,0.91,0.85,1.05,0.73,0.86,0.76,0.86
gebr.csv,0.85,0.72,0.71,0.62,0.68,0.5,0.73,0.65,0.69,0.79,0.12,0.57,0.9,0.68,0.7,0.62,0.82,0.65,0.92,0.76
gpac.csv,0.61,0.73,0.63,0.89,0.63,0.73,0.58,0.83,0.03,0.74,0.78,0.76,0.92,0.76,0.71,0.69,0.69,0.69,0.74,0.69
gretl.csv,0.97,0.59,0.94,0.8,0.52,0.64,0.89,0.7,0.86,0.81,0.6,0.03,0.95,0.64,0.79,0.63,0.76,0.79,0.94,0.88
kindb.csv,0.82,0.5,0.72,0.57,0.61,0.71,0.47,0.41,0.72,0.54,0.55,0.5,0.86,0.57,0.53,0.0,0.68,0.58,0.7,0.56
kowari.csv,0.92,0.76,0.55,0.8,0.87,0.92,0.7,0.79,0.86,0.77,0.77,0.81,0.29,0.64,0.56,0.79,0.76,0.74,0.81,0.66
libtorrent.csv,0.8,0.66,0.73,0.45,0.81,0.84,0.67,0.76,0.85,0.87,0.65,0.72,0.91,0.0,0.7,0.5,0.8,0.8,0.97,0.68
linuxsh.csv,0.92,0.65,0.09,0.77,0.82,0.78,0.66,0.61,0.69,0.92,0.67,0.61,1.04,0.61,0.82,0.58,0.82,0.58,0.7,0.59
lmms.csv,0.68,0.03,0.75,0.6,0.82,0.46,0.76,0.61,0.84,0.73,0.73,0.55,0.66,0.62,0.61,0.43,0.8,0.5,0.77,0.78
lufa-lib.csv,0.62,0.56,0.71,0.43,0.82,0.48,0.72,0.93,0.66,0.67,0.63,0.66,0.92,0.67,0.65,0.84,0.01,0.6,0.67,0.7
mbse.csv,0.57,0.63,0.77,0.97,0.73,0.75,0.63,0.73,0.68,0.09,0.98,0.86,0.6,0.67,0.8,0.6,0.69,0.88,0.67,0.72
mcmc-jags.csv,0.94,0.57,0.75,0.02,0.84,0.58,0.49,0.77,0.7,0.79,0.6,0.66,0.5,0.5,0.45,0.67,0.56,0.6,0.64,0.57
miranda.csv,0.7,0.55,0.69,0.41,0.67,0.77,0.56,0.53,0.71,0.72,0.51,0.67,0.68,0.6,0.64,0.47,0.69,0.58,0.64,0.0
modellus.csv,0.81,0.64,0.6,0.93,0.91,0.66,0.79,0.62,0.69,0.63,0.71,0.7,0.66,0.78,0.06,0.88,0.66,0.64,0.71,0.65
mplayer-ce.csv,0.69,0.79,0.64,0.68,0.81,0.76,0.73,0.9,0.8,0.72,0.94,0.93,0.64,0.83,0.87,0.85,0.8,0.84,0.05,0.74
nicepress.csv,1.01,0.75,1.01,0.81,0.64,0.84,0.0,0.85,0.74,0.88,0.71,0.62,0.66,0.83,0.92,0.82,0.84,0.66,0.77,0.69
sbml.csv,0.62,0.67,0.59,0.64,0.7,0.65,0.57,0.01,0.67,0.66,0.55,0.56,0.67,0.44,0.56,0.51,0.89,0.64,0.84,0.68
scite-ru.csv,0.92,0.6,0.79,0.8,0.15,0.79,0.49,0.59,0.79,0.98,0.5,0.66,0.97,0.57,0.77,0.54,0.6,0.48,0.93,0.71
