,capcode.csv,lmms.csv,linuxsh.csv,mcmc-jags.csv,scite-ru.csv,bl-toolkit.csv,nicepress.csv,sbml.csv,gpac.csv,mbse.csv,gebr.csv,gretl.csv,kowari.csv,libtorrent.csv,modellus.csv,kindb.csv,lufa-lib.csv,bibletime.csv,mplayer-ce.csv,miranda.csv
bibletime.csv,0.34,0.74,0.32,0.39,0.53,0.8,0.55,0.81,0.65,0.45,0.74,0.74,0.14,0.8,0.68,0.81,0.54,1.0,0.6,0.77
bl-toolkit.csv,0.2,0.58,0.23,0.48,0.24,0.99,0.53,0.4,0.65,0.4,0.66,0.87,0.16,0.5,0.63,0.47,0.6,0.58,0.62,0.66
capcode.csv,0.91,0.53,0.23,0.25,0.33,0.62,0.43,0.52,0.36,0.14,0.48,0.62,0.0,0.4,0.45,0.45,0.49,0.43,0.37,0.32
gebr.csv,0.25,0.75,0.33,0.41,0.46,0.79,0.54,0.79,0.68,0.41,0.93,0.77,0.17,0.86,0.7,0.74,0.55,0.88,0.62,0.8
gpac.csv,0.34,0.47,0.3,0.15,0.41,0.42,0.49,0.29,0.98,0.31,0.43,0.41,0.06,0.39,0.43,0.47,0.44,0.5,0.42,0.51
gretl.csv,0.26,0.8,0.25,0.43,0.52,0.83,0.48,0.8,0.69,0.39,0.77,0.99,0.14,0.84,0.65,0.83,0.58,0.87,0.61,0.76
kindb.csv,0.22,0.68,0.24,0.45,0.51,0.48,0.58,0.75,0.68,0.49,0.63,0.74,0.17,0.8,0.61,1.0,0.5,0.64,0.54,0.74
kowari.csv,0.11,0.42,0.34,0.29,0.28,0.42,0.38,0.45,0.24,0.35,0.51,0.58,0.83,0.6,0.6,0.34,0.36,0.42,0.3,0.5
libtorrent.csv,0.24,0.78,0.31,0.57,0.5,0.75,0.6,0.79,0.64,0.43,0.82,0.85,0.14,1.0,0.68,0.78,0.62,0.85,0.62,0.81
linuxsh.csv,0.1,0.54,0.95,0.28,0.39,0.65,0.52,0.59,0.55,0.4,0.54,0.64,0.0,0.6,0.42,0.64,0.29,0.67,0.46,0.63
lmms.csv,0.25,0.99,0.26,0.42,0.33,0.8,0.45,0.7,0.63,0.42,0.73,0.79,0.17,0.73,0.52,0.81,0.59,0.75,0.6,0.75
lufa-lib.csv,0.27,0.67,0.26,0.55,0.28,0.82,0.5,0.66,0.58,0.39,0.58,0.68,0.06,0.63,0.63,0.46,1.0,0.69,0.48,0.56
mbse.csv,0.3,0.56,0.24,0.23,0.44,0.53,0.52,0.52,0.64,0.94,0.71,0.7,0.19,0.64,0.55,0.71,0.55,0.68,0.54,0.66
mcmc-jags.csv,0.21,0.71,0.26,0.97,0.24,0.73,0.6,0.78,0.48,0.27,0.56,0.7,0.23,0.74,0.7,0.49,0.56,0.61,0.5,0.64
miranda.csv,0.23,0.68,0.27,0.64,0.4,0.38,0.51,0.72,0.5,0.3,0.67,0.6,0.15,0.71,0.49,0.72,0.43,0.71,0.53,1.0
modellus.csv,0.16,0.52,0.33,0.12,0.16,0.53,0.31,0.55,0.59,0.4,0.44,0.48,0.17,0.37,0.97,0.21,0.47,0.53,0.41,0.53
mplayer-ce.csv,0.25,0.65,0.3,0.46,0.35,0.62,0.44,0.62,0.58,0.31,0.76,0.66,0.17,0.69,0.35,0.71,0.36,0.65,0.97,0.67
nicepress.csv,0.0,0.43,0.0,0.25,0.42,0.28,1.0,0.26,0.4,0.38,0.45,0.63,0.17,0.3,0.14,0.3,0.43,0.51,0.5,0.5
sbml.csv,0.28,0.62,0.33,0.4,0.5,0.62,0.56,0.99,0.63,0.37,0.64,0.81,0.21,0.77,0.65,0.85,0.38,0.78,0.58,0.71
scite-ru.csv,0.25,0.68,0.27,0.29,0.86,0.78,0.56,0.64,0.72,0.39,0.68,0.53,0.16,0.7,0.61,0.72,0.53,0.78,0.6,0.75
