,capcode.csv,lmms.csv,linuxsh.csv,mcmc-jags.csv,scite-ru.csv,bl-toolkit.csv,nicepress.csv,sbml.csv,gpac.csv,mbse.csv,gebr.csv,gretl.csv,kowari.csv,libtorrent.csv,modellus.csv,kindb.csv,lufa-lib.csv,bibletime.csv,mplayer-ce.csv,miranda.csv
bibletime.csv,0.38,0.41,0.44,0.58,0.44,0.44,0.48,0.41,0.32,0.34,0.45,0.41,0.33,0.38,0.43,0.47,0.51,0.39,0.36,0.36
bl-toolkit.csv,0.46,0.54,0.5,0.72,0.76,0.47,0.57,0.7,0.41,0.36,0.5,0.38,0.52,0.66,0.46,0.76,0.52,0.61,0.39,0.42
capcode.csv,0.9,0.65,0.81,0.61,0.56,0.7,0.53,0.6,0.95,0.98,0.87,0.74,0.79,0.84,0.54,0.79,0.8,0.96,0.9,0.97
gebr.csv,0.33,0.4,0.43,0.59,0.47,0.45,0.39,0.36,0.37,0.4,0.44,0.43,0.32,0.35,0.38,0.53,0.48,0.34,0.34,0.32
gpac.csv,0.88,0.57,0.6,0.91,0.7,0.94,0.65,0.93,0.46,0.81,0.89,0.71,0.69,0.81,0.65,0.62,0.66,0.65,0.6,0.53
gretl.csv,0.36,0.42,0.45,0.52,0.47,0.41,0.47,0.38,0.32,0.38,0.46,0.44,0.34,0.38,0.4,0.39,0.54,0.37,0.37,0.36
kindb.csv,0.36,0.39,0.48,0.62,0.33,0.48,0.4,0.39,0.29,0.34,0.38,0.33,0.31,0.34,0.37,0.38,0.43,0.41,0.38,0.31
kowari.csv,0.83,0.74,0.67,0.83,0.51,0.61,0.78,0.7,0.91,0.95,0.76,0.61,0.8,0.62,0.65,0.86,0.84,0.65,0.99,0.7
libtorrent.csv,0.4,0.39,0.4,0.52,0.32,0.46,0.46,0.42,0.35,0.36,0.44,0.42,0.33,0.37,0.4,0.36,0.52,0.35,0.37,0.33
linuxsh.csv,0.88,0.56,0.9,0.48,0.35,0.61,0.49,0.5,0.5,0.38,0.56,0.46,0.95,0.51,0.62,0.44,0.65,0.41,0.69,0.48
lmms.csv,0.38,0.48,0.49,0.54,0.46,0.5,0.45,0.4,0.33,0.37,0.53,0.38,0.33,0.39,0.55,0.33,0.51,0.4,0.35,0.35
lufa-lib.csv,0.53,0.52,0.64,0.64,0.64,0.5,0.51,0.48,0.46,0.92,0.67,0.56,0.67,0.5,0.44,0.77,0.74,0.48,0.55,0.52
mbse.csv,0.51,0.56,0.53,0.58,0.44,0.64,0.46,0.63,0.41,0.79,0.56,0.54,0.54,0.54,0.46,0.48,0.65,0.41,0.51,0.45
mcmc-jags.csv,0.38,0.46,0.53,0.75,0.69,0.41,0.43,0.39,0.53,0.97,0.56,0.46,0.54,0.43,0.42,0.73,0.59,0.51,0.56,0.5
miranda.csv,0.46,0.44,0.68,0.77,0.38,0.72,0.53,0.44,0.52,0.71,0.46,0.53,0.49,0.45,0.64,0.44,0.55,0.41,0.51,0.41
modellus.csv,0.6,0.58,0.68,0.0,0.75,0.5,0.88,0.62,0.37,0.54,0.66,0.56,0.61,0.73,0.48,0.75,0.67,0.67,0.64,0.52
mplayer-ce.csv,0.55,0.52,0.64,0.56,0.46,0.53,0.54,0.47,0.42,0.66,0.52,0.55,0.63,0.48,0.68,0.51,0.68,0.51,0.6,0.44
nicepress.csv,0.9,0.61,0.86,0.89,0.65,0.88,0.58,0.93,0.72,0.4,0.71,0.54,0.5,0.94,0.93,0.83,0.56,0.62,0.49,0.52
sbml.csv,0.42,0.44,0.43,0.4,0.35,0.46,0.45,0.39,0.37,0.44,0.43,0.46,0.34,0.36,0.36,0.38,0.43,0.35,0.4,0.34
scite-ru.csv,0.39,0.47,0.55,0.83,0.71,0.47,0.6,0.55,0.37,0.37,0.52,0.67,0.36,0.48,0.46,0.53,0.63,0.48,0.4,0.38
