,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,v8.csv,fluent-nhibernate.csv
encog-java.csv,0.73,0.15,0.0,0.3,0.0,0.12
fluent-nhibernate.csv,0.3,0.23,0.31,0.41,0.15,1.0
h2database.csv,0.55,0.74,0.11,0.66,0.11,0.71
jaql.csv,0.73,0.55,0.49,0.55,0.29,0.71
raven-monitoring.csv,0.75,0.55,0.71,0.39,0.54,0.76
v8.csv,0.09,0.47,0.83,0.61,0.83,0.65
