,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,v8.csv,fluent-nhibernate.csv
encog-java.csv,0.73,0.18,0.0,0.35,0.0,0.15
fluent-nhibernate.csv,0.35,0.27,0.33,0.45,0.18,0.96
h2database.csv,0.58,0.74,0.13,0.67,0.13,0.74
jaql.csv,0.65,0.58,0.52,0.58,0.34,0.72
raven-monitoring.csv,0.6,0.51,0.71,0.42,0.52,0.33
v8.csv,0.11,0.5,0.34,0.44,0.83,0.62
