,scen-connect.csv,bwapi.csv,ontopia.csv,smartgwt.csv,adobe-source.csv,lite.csv,gisgraphy.csv
adobe-source.csv,0.72,0.75,0.86,0.56,0.76,0.8,0.55
bwapi.csv,0.67,0.63,0.35,0.56,0.42,0.88,0.32
gisgraphy.csv,0.59,0.78,0.86,0.99,0.93,0.37,0.71
lite.csv,0.46,0.94,0.44,0.37,0.95,0.5,0.38
ontopia.csv,0.38,0.47,0.45,0.52,0.44,0.34,0.47
smartgwt.csv,0.79,0.66,0.44,0.36,0.49,0.43,0.34
