,scen-connect.csv,bwapi.csv,ontopia.csv,smartgwt.csv,adobe-source.csv,lite.csv,gisgraphy.csv
adobe-source.csv,0.48,0.19,0.14,0.99,0.13,0.54,0.52
bwapi.csv,0.05,0.22,1.0,0.98,0.98,0.27,1.0
gisgraphy.csv,0.34,0.33,0.07,0.24,0.09,0.88,0.17
lite.csv,0.44,0.14,0.79,0.29,0.14,0.37,0.71
ontopia.csv,0.97,0.97,0.14,0.25,0.67,0.8,0.42
smartgwt.csv,0.38,0.31,0.57,0.25,0.58,0.49,0.85
