,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,snakeyaml.csv,chrysalis.csv,xamj.csv
benojt.csv,0.4,0.0,0.0,0.99,0.09,0.42,0.0,0.13
chrysalis.csv,0.6,0.41,0.29,0.43,0.44,0.46,1.0,0.5
jahshaka.csv,0.5,1.0,0.32,0.41,0.45,0.38,0.18,0.31
jatlas.csv,0.18,0.0,0.06,0.01,1.0,0.0,0.0,0.01
jedit.csv,0.96,0.58,0.57,0.69,0.62,0.64,0.68,0.49
open-media-library.csv,0.64,0.41,0.98,0.57,0.74,0.41,0.22,0.61
snakeyaml.csv,0.51,0.44,0.62,0.0,0.59,1.0,0.33,0.5
xamj.csv,0.44,0.3,0.52,0.66,0.48,0.43,0.64,0.98
