,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,snakeyaml.csv,chrysalis.csv,xamj.csv
benojt.csv,0.88,1.0,1.0,0.01,0.98,0.87,1.0,0.98
chrysalis.csv,0.65,0.64,0.81,0.62,0.89,0.62,0.01,0.59
jahshaka.csv,0.59,0.02,0.78,0.71,0.61,0.67,0.85,0.74
jatlas.csv,0.86,1.0,0.95,0.99,0.0,1.0,1.0,0.99
jedit.csv,0.05,0.53,0.67,0.36,0.49,0.47,0.45,0.61
open-media-library.csv,0.67,0.66,0.03,0.73,0.48,0.7,0.84,0.65
snakeyaml.csv,0.8,0.88,0.72,1.04,0.74,0.0,0.93,0.8
xamj.csv,0.86,0.92,0.8,0.47,0.84,0.87,0.47,0.03
