,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,snakeyaml.csv,chrysalis.csv,xamj.csv
benojt.csv,0.34,0.42,0.33,0.35,0.39,0.4,0.46,0.47
chrysalis.csv,0.51,0.89,0.67,0.49,0.5,0.74,0.82,0.55
jahshaka.csv,0.57,0.83,0.67,0.54,0.88,0.96,0.91,0.81
jatlas.csv,0.94,0.0,0.67,0.0,0.8,0.0,0.0,0.5
jedit.csv,0.48,0.53,0.33,0.34,0.48,0.46,0.47,0.57
open-media-library.csv,0.37,0.85,0.51,0.42,0.58,0.92,0.97,0.58
snakeyaml.csv,0.49,0.54,0.39,0.46,0.54,0.96,0.52,0.68
xamj.csv,0.37,0.44,0.4,0.45,0.45,0.43,0.52,0.66
