,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,pixel-commandos.csv
cornerstone.csv,0.55,0.34,0.52,0.42,0.24,0.32,0.33,0.44,0.07,0.09,0.67,0.59,0.35,0.37,0.16,0.59,0.75
emeraldemu.csv,0.87,0.61,0.79,1.0,0.16,0.21,0.47,0.7,0.35,0.72,0.69,0.22,0.3,0.02,0.53,0.12,0.5
grafx2.csv,0.9,0.78,0.79,0.88,0.3,0.41,0.6,0.74,0.48,0.69,0.67,0.81,0.65,0.67,0.95,0.79,0.75
jahshakafx.csv,0.78,0.61,0.85,0.71,0.34,0.19,0.47,0.8,0.44,0.47,0.67,0.11,0.49,0.47,0.64,0.59,0.75
kindb.csv,0.75,0.63,0.94,0.83,0.44,0.26,0.67,0.73,0.6,0.34,0.55,0.04,0.7,0.56,0.58,0.79,1.0
maya-work-in-progress.csv,0.96,0.83,0.76,0.62,0.96,0.55,0.87,0.91,0.82,0.78,0.98,0.93,0.82,0.84,0.78,0.82,0.75
novembre.csv,0.71,0.56,0.09,0.38,0.18,0.3,0.67,0.56,0.96,0.56,0.41,0.78,0.16,0.56,0.59,0.85,0.75
ns-3.csv,0.76,0.63,0.42,0.12,0.6,0.68,1.0,0.29,0.71,0.47,0.57,1.0,0.82,0.88,0.54,0.88,0.75
nullc.csv,0.73,1.0,1.0,1.0,0.6,0.43,0.73,0.7,0.48,0.34,0.73,0.37,0.68,0.6,0.63,0.5,0.75
open-beos.csv,0.79,0.81,0.76,0.83,0.44,0.44,0.8,0.81,0.63,0.53,0.31,1.0,0.63,0.95,0.76,1.0,0.75
pixel-commandos.csv,0.04,0.53,0.18,0.38,0.14,0.16,0.4,0.21,0.13,0.09,0.06,0.0,0.16,0.3,0.43,0.32,1.0
planeshift.csv,0.98,0.97,0.82,0.88,0.72,0.61,0.67,0.81,0.76,0.75,0.71,0.93,0.72,0.72,0.84,0.85,0.75
plee-the-bear.csv,0.81,0.43,0.79,0.08,0.4,0.51,0.53,0.63,0.68,0.59,0.65,0.63,0.61,0.6,0.58,0.62,1.0
reaper-ecad.csv,0.58,0.64,0.76,0.71,0.32,0.12,0.27,0.41,0.24,0.03,0.24,0.0,0.35,0.28,0.41,0.26,0.5
sbml.csv,0.61,0.87,0.97,1.0,0.66,0.68,0.87,0.94,0.77,0.88,0.71,1.0,0.93,0.81,0.8,1.0,1.0
unimrcp.csv,0.87,0.73,0.7,0.96,0.44,0.46,0.87,0.67,0.5,0.69,0.86,0.78,0.57,0.42,0.59,0.71,0.5
unladen-swallow.csv,0.3,0.42,0.52,0.04,0.18,0.34,0.53,0.44,0.44,0.41,0.27,0.67,0.45,0.42,0.21,0.41,0.5
