,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,sigil.csv,pcsx2.csv,img-browse-sort.csv,enzo.csv,doomlegacy.csv,salasaga.csv,pi-qmc.csv,open-ms.csv,skia.csv
decidr.csv,0.6,0.8,0.79,0.83,0.82,1.0,0.72,0.89,1.0,0.93,0.91,0.85,0.98,1.0,0.96,0.76,1.0,1.0,0.83,0.87
doomlegacy.csv,0.78,0.0,0.93,0.52,0.83,0.92,0.88,0.18,0.29,0.93,0.73,1.0,0.52,0.46,0.42,0.72,0.32,1.0,0.6,0.65
elmo.csv,0.46,0.6,0.21,0.24,0.38,0.14,0.27,0.41,0.45,0.21,0.06,0.08,0.19,0.38,0.46,0.56,0.18,0.68,0.34,0.65
enzo.csv,0.97,1.0,0.89,0.96,0.86,0.69,0.94,0.8,0.83,0.93,0.79,0.81,0.78,1.0,0.83,0.91,0.79,0.86,0.87,0.96
gpac.csv,0.02,1.0,0.97,0.98,0.21,0.94,0.95,0.66,1.0,1.0,0.93,1.0,0.93,0.92,0.23,0.14,1.0,1.0,0.42,0.74
img-browse-sort.csv,0.76,0.4,0.61,0.63,0.62,0.67,0.56,0.66,0.62,0.71,0.73,0.87,0.61,0.69,0.17,0.24,0.79,0.23,0.65,0.48
ktc.csv,0.75,0.4,0.67,0.13,0.56,0.33,0.51,0.55,0.42,0.43,0.22,0.58,0.54,0.92,0.39,0.52,0.61,0.55,0.56,0.43
neoengine.csv,0.47,1.0,0.67,0.46,0.37,0.61,0.67,1.0,0.93,0.79,0.12,0.52,0.92,0.85,0.39,0.66,1.0,0.55,0.64,0.7
nicepress.csv,0.7,1.0,0.95,0.5,0.82,0.83,0.81,0.93,0.98,0.5,0.57,0.88,0.78,0.85,0.74,0.38,0.89,0.82,0.84,0.52
open-ms.csv,0.7,0.2,0.51,0.2,0.63,0.28,0.52,0.12,0.19,0.14,0.21,0.54,0.36,0.77,0.15,0.7,0.43,0.64,0.47,0.39
pcsx2.csv,0.77,1.0,0.16,0.87,0.16,0.56,0.5,0.79,0.74,0.43,0.04,0.17,0.77,0.54,0.54,0.11,1.0,0.05,0.97,0.52
pi-qmc.csv,0.51,1.0,0.85,0.67,0.45,0.69,0.47,0.93,0.98,0.64,0.46,0.62,0.79,0.85,0.65,0.64,0.61,0.82,0.6,0.83
rosegarden.csv,0.85,0.6,0.98,0.46,0.7,0.64,0.7,0.62,0.37,0.5,0.36,0.85,0.7,0.85,0.73,0.88,0.96,0.77,0.91,0.61
salasaga.csv,0.49,0.0,0.54,0.39,0.47,0.83,0.74,0.84,0.94,0.86,0.87,0.38,0.7,0.46,0.25,0.3,0.79,0.32,0.43,0.87
sigil.csv,0.76,0.4,0.55,0.57,0.54,0.47,0.74,0.2,0.22,1.0,0.67,0.83,0.42,0.77,0.27,0.24,0.36,0.45,0.53,0.48
skia.csv,0.64,0.8,0.38,0.43,0.46,0.39,0.49,0.45,0.38,0.0,0.37,0.5,0.41,0.85,0.46,0.32,0.5,0.41,0.72,0.65
smarttag.csv,0.7,0.4,0.75,0.57,0.74,0.67,0.48,0.39,0.17,0.57,0.79,0.52,0.55,0.38,0.76,0.86,0.21,0.68,0.7,0.57
sylpheed-claws.csv,0.97,1.0,0.92,0.91,0.94,1.0,0.93,0.7,0.73,0.93,1.0,1.0,1.0,0.92,1.0,0.99,1.0,0.95,1.0,0.96
xemeiah.csv,0.62,0.2,0.79,0.35,0.62,0.86,0.91,0.8,0.89,0.93,0.76,0.62,0.69,0.92,0.56,0.44,0.79,0.55,0.55,0.83
zscreen.csv,0.74,0.2,0.51,0.76,0.64,0.69,0.72,0.21,0.15,0.21,0.72,0.67,0.59,0.62,0.96,0.46,0.89,0.27,0.62,0.61
