,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,sigil.csv,pcsx2.csv,img-browse-sort.csv,enzo.csv,doomlegacy.csv,salasaga.csv,pi-qmc.csv,open-ms.csv,skia.csv
decidr.csv,0.51,0.19,0.59,0.7,0.42,0.52,0.76,0.68,0.67,0.42,0.67,0.7,0.79,0.41,0.87,0.76,0.27,0.46,0.34,0.47
doomlegacy.csv,0.66,0.0,0.55,0.62,0.5,0.59,0.68,0.29,0.42,0.43,0.64,0.75,0.62,0.4,0.57,0.78,0.32,0.44,0.37,0.43
elmo.csv,0.47,0.23,0.31,0.34,0.36,0.18,0.38,0.48,0.52,0.32,0.1,0.13,0.29,0.3,0.62,0.64,0.21,0.62,0.25,0.61
enzo.csv,0.58,0.14,0.57,0.76,0.45,0.47,0.73,0.64,0.65,0.43,0.56,0.69,0.74,0.41,0.88,0.85,0.3,0.41,0.33,0.56
gpac.csv,0.03,0.13,0.54,0.78,0.24,0.52,0.71,0.68,0.65,0.42,0.64,0.74,0.78,0.41,0.36,0.22,0.27,0.44,0.29,0.47
img-browse-sort.csv,0.69,0.11,0.59,0.72,0.54,0.6,0.61,0.67,0.65,0.38,0.65,0.83,0.69,0.62,0.28,0.37,0.29,0.33,0.42,0.42
ktc.csv,0.71,0.17,0.62,0.22,0.56,0.43,0.58,0.56,0.49,0.39,0.33,0.7,0.65,0.44,0.56,0.65,0.33,0.63,0.4,0.44
neoengine.csv,0.54,0.14,0.62,0.58,0.39,0.52,0.68,0.7,0.7,0.47,0.2,0.65,0.79,0.51,0.54,0.73,0.27,0.62,0.36,0.48
nicepress.csv,0.59,0.16,0.55,0.57,0.58,0.74,0.72,0.69,0.66,0.32,0.61,0.72,0.73,0.43,0.82,0.53,0.32,0.45,0.35,0.43
open-ms.csv,0.62,0.09,0.53,0.31,0.54,0.36,0.53,0.19,0.29,0.22,0.28,0.6,0.49,0.45,0.26,0.76,0.39,0.5,0.33,0.41
pcsx2.csv,0.62,0.14,0.26,0.78,0.21,0.47,0.61,0.69,0.64,0.34,0.08,0.28,0.78,0.38,0.68,0.19,0.26,0.08,0.34,0.46
pi-qmc.csv,0.49,0.13,0.6,0.67,0.41,0.58,0.57,0.67,0.65,0.4,0.5,0.68,0.73,0.39,0.76,0.69,0.4,0.72,0.34,0.49
rosegarden.csv,0.68,0.12,0.56,0.59,0.62,0.53,0.61,0.64,0.46,0.45,0.43,0.75,0.73,0.46,0.8,0.83,0.33,0.44,0.36,0.47
salasaga.csv,0.52,0.0,0.52,0.51,0.38,0.48,0.72,0.67,0.69,0.42,0.68,0.53,0.71,0.34,0.36,0.42,0.46,0.4,0.35,0.53
sigil.csv,0.7,0.15,0.59,0.69,0.54,0.47,0.67,0.31,0.34,0.46,0.65,0.83,0.57,0.54,0.42,0.38,0.36,0.53,0.41,0.44
skia.csv,0.61,0.15,0.41,0.51,0.47,0.46,0.54,0.52,0.49,0.0,0.44,0.59,0.53,0.45,0.62,0.46,0.3,0.45,0.34,0.56
smarttag.csv,0.55,0.14,0.53,0.6,0.48,0.53,0.54,0.47,0.26,0.5,0.65,0.64,0.65,0.31,0.8,0.83,0.27,0.7,0.32,0.43
sylpheed-claws.csv,0.59,0.13,0.55,0.73,0.45,0.51,0.72,0.66,0.71,0.41,0.64,0.74,0.79,0.39,0.89,0.85,0.26,0.42,0.35,0.48
xemeiah.csv,0.61,0.11,0.55,0.5,0.48,0.58,0.72,0.68,0.67,0.44,0.72,0.7,0.72,0.44,0.63,0.56,0.36,0.52,0.33,0.53
zscreen.csv,0.64,0.15,0.57,0.81,0.55,0.52,0.67,0.32,0.26,0.26,0.62,0.72,0.69,0.35,0.87,0.59,0.33,0.35,0.33,0.47
