,kdenlive.csv,jatlas.csv,m-m-m.csv,x-ray-mule.csv,jrefactory.csv,algebsql.csv,emisview.csv,opennms.csv,rohxel.csv,cuberok.csv,jgossipforum.csv,octet.csv,power-architect.csv,jchassis.csv,jas.csv,poormans.csv,opendvr.csv,synecdoche.csv,javaprofiler.csv,thedata.csv
algebsql.csv,3.0,66.0,0.0,1.0,1.0,0.0,7.0,3.0,0.0,3.0,28.0,57.0,0.0,1.0,124.0,11.0,3.0,3.0,1.0,1.0
cuberok.csv,2.0,9.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,31.0,1.0,0.0,67.0,6.0,7.0,1.0,0.0,1.0,65.0
emisview.csv,0.0,6.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,56.0,224.0,0.0,0.0,7.0,18.0,4.0,74.0,0.0,0.0,65.0
jas.csv,109.0,66.0,60.0,49.0,88.0,67.0,75.0,2.0,0.0,56.0,6.0,57.0,67.0,67.0,0.0,1.0,74.0,71.0,0.0,65.0
jatlas.csv,109.0,0.0,0.0,49.0,88.0,67.0,75.0,0.0,0.0,56.0,224.0,57.0,67.0,67.0,0.0,161.0,74.0,0.0,110.0,65.0
javaprofiler.csv,4.0,21.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,2.0,57.0,6.0,0.0,67.0,2.0,32.0,0.0,0.0,0.0,7.0
jchassis.csv,109.0,66.0,60.0,49.0,88.0,67.0,75.0,104.0,49.0,56.0,224.0,57.0,67.0,0.0,124.0,161.0,74.0,71.0,110.0,65.0
jgossipforum.csv,0.0,66.0,60.0,49.0,0.0,67.0,75.0,1.0,1.0,56.0,0.0,57.0,67.0,67.0,124.0,161.0,74.0,2.0,0.0,65.0
jrefactory.csv,1.0,18.0,0.0,1.0,0.0,4.0,3.0,2.0,0.0,1.0,65.0,4.0,0.0,6.0,15.0,13.0,0.0,2.0,0.0,35.0
kdenlive.csv,0.0,7.0,0.0,1.0,5.0,2.0,9.0,0.0,0.0,2.0,14.0,6.0,0.0,67.0,17.0,2.0,3.0,0.0,0.0,36.0
m-m-m.csv,0.0,34.0,0.0,1.0,0.0,6.0,10.0,0.0,0.0,2.0,90.0,4.0,0.0,9.0,7.0,36.0,0.0,1.0,0.0,14.0
octet.csv,3.0,29.0,0.0,1.0,0.0,6.0,7.0,3.0,0.0,2.0,32.0,0.0,0.0,7.0,14.0,7.0,0.0,1.0,0.0,39.0
opendvr.csv,2.0,19.0,0.0,0.0,0.0,7.0,5.0,5.0,0.0,7.0,46.0,3.0,0.0,67.0,2.0,8.0,0.0,1.0,0.0,46.0
opennms.csv,2.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,21.0,2.0,0.0,67.0,124.0,9.0,0.0,0.0,1.0,0.0
poormans.csv,0.0,66.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,1.0,12.0,5.0,0.0,67.0,124.0,0.0,0.0,0.0,0.0,1.0
power-architect.csv,2.0,27.0,0.0,49.0,1.0,11.0,7.0,3.0,0.0,1.0,104.0,1.0,0.0,67.0,31.0,26.0,0.0,0.0,0.0,10.0
rohxel.csv,2.0,22.0,0.0,0.0,1.0,9.0,17.0,0.0,0.0,5.0,21.0,13.0,0.0,8.0,8.0,20.0,3.0,1.0,0.0,5.0
synecdoche.csv,0.0,66.0,0.0,3.0,2.0,1.0,7.0,2.0,0.0,1.0,66.0,7.0,0.0,67.0,9.0,3.0,0.0,0.0,0.0,42.0
thedata.csv,1.0,5.0,0.0,0.0,2.0,1.0,1.0,5.0,0.0,7.0,62.0,57.0,0.0,67.0,124.0,8.0,74.0,3.0,0.0,0.0
x-ray-mule.csv,3.0,19.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,19.0,13.0,0.0,67.0,16.0,2.0,1.0,5.0,2.0,65.0
