,autofac.csv,mobicents.csv,snakeyaml.csv,chrysalis.csv,xamj.csv
autofac.csv,0.07,0.67,0.36,0.76,0.65
chrysalis.csv,0.8,0.64,0.53,0.07,0.66
mobicents.csv,0.62,0.04,0.51,0.75,0.62
snakeyaml.csv,0.57,0.64,0.0,0.79,0.65
xamj.csv,0.91,0.63,0.57,0.8,0.04
