,autofac.csv,mobicents.csv,snakeyaml.csv,chrysalis.csv,xamj.csv
autofac.csv,1.0,0.55,0.28,0.16,0.35
chrysalis.csv,0.47,0.62,0.36,0.96,0.5
mobicents.csv,0.63,0.99,0.2,0.39,0.42
snakeyaml.csv,0.56,0.66,1.0,0.26,0.58
xamj.csv,0.38,0.58,0.2,0.18,0.99
