,autofac.csv,mobicents.csv,snakeyaml.csv,chrysalis.csv,xamj.csv
autofac.csv,0.96,0.61,0.42,0.25,0.49
chrysalis.csv,0.32,0.5,0.41,0.94,0.41
mobicents.csv,0.5,0.98,0.31,0.31,0.43
snakeyaml.csv,0.6,0.49,1.0,0.24,0.45
xamj.csv,0.45,0.54,0.32,0.2,0.98
