,jfreereport.csv,arcallians.csv,acegisecurity.csv,gebr.csv,amateur-scrolls.csv,kml.csv,multitude.csv
acegisecurity.csv,0.66,0.67,0.44,0.6,0.72,0.51,0.66
amateur-scrolls.csv,0.79,0.49,0.6,0.99,0.42,1.0,0.74
arcallians.csv,0.59,0.39,0.49,0.57,0.8,0.41,0.64
gebr.csv,0.97,0.97,1.0,0.33,0.98,0.61,0.78
jfreereport.csv,0.59,0.8,0.78,0.86,0.44,0.61,0.86
kml.csv,0.98,1.0,0.99,0.41,0.87,0.32,0.77
multitude.csv,0.64,0.64,0.68,0.97,0.63,0.77,0.41
