,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,bibletime.csv,tango-cs.csv
bibletime.csv,1.0,15.0,3.0,0.0,1.0,4.0,1.0,0.0,3.0,2.0,1.0,75.0,12.0,0.0,0.0,9.0,6.0,0.0,0.0
decidr.csv,17.0,6.0,3.0,1.0,6.0,14.0,0.0,0.0,1.0,2.0,1.0,49.0,5.0,0.0,0.0,5.0,6.0,1.0,0.0
doomlegacy.csv,4.0,7.0,3.0,0.0,7.0,14.0,0.0,0.0,2.0,4.0,1.0,95.0,9.0,0.0,0.0,6.0,7.0,0.0,0.0
elmo.csv,0.0,71.0,0.0,72.0,0.0,104.0,0.0,1.0,5.0,1.0,4.0,7.0,3.0,50.0,0.0,81.0,1.0,0.0,0.0
gpac.csv,10.0,8.0,3.0,0.0,7.0,16.0,0.0,0.0,6.0,4.0,1.0,93.0,9.0,0.0,1.0,8.0,7.0,0.0,0.0
illumination.csv,284.0,8.0,0.0,1.0,360.0,4.0,593.0,102.0,232.0,6.0,0.0,6.0,9.0,2.0,105.0,0.0,6.0,0.0,113.0
img-browse-sort.csv,2.0,3.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,8.0,1.0,6.0,0.0,1.0,0.0,3.0,4.0,0.0,0.0
ktc.csv,1.0,5.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,5.0,4.0,2.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0
neoengine.csv,1.0,5.0,2.0,0.0,5.0,6.0,2.0,0.0,3.0,0.0,1.0,16.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
nicepress.csv,9.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,30.0,11.0,4.0,0.0,5.0,5.0,0.0,5.0
omseek.csv,2.0,71.0,297.0,0.0,360.0,104.0,0.0,102.0,1.0,1.0,0.0,1.0,88.0,1.0,0.0,5.0,1.0,0.0,1.0
pi-qmc.csv,3.0,13.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,3.0,4.0,9.0,0.0,1.0,0.0,11.0,0.0,1.0,0.0
rosegarden.csv,3.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,3.0,18.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
sigil.csv,9.0,12.0,0.0,0.0,7.0,4.0,13.0,0.0,0.0,3.0,2.0,18.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0
smarttag.csv,8.0,5.0,0.0,1.0,8.0,2.0,0.0,0.0,2.0,0.0,1.0,5.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0
sylpheed-claws.csv,8.0,8.0,3.0,2.0,7.0,16.0,7.0,0.0,0.0,2.0,1.0,85.0,6.0,4.0,1.0,6.0,14.0,0.0,0.0
tango-cs.csv,21.0,3.0,1.0,0.0,7.0,13.0,0.0,0.0,3.0,1.0,0.0,50.0,5.0,0.0,1.0,6.0,2.0,0.0,0.0
xemeiah.csv,7.0,4.0,2.0,0.0,6.0,10.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,81.0,7.0,0.0,0.0
zscreen.csv,6.0,12.0,3.0,0.0,4.0,13.0,0.0,0.0,1.0,3.0,0.0,46.0,2.0,5.0,0.0,9.0,0.0,1.0,0.0
