,igarden.csv,megasquirtavr.csv,piccolo2d.csv,wxlua.csv,tolven.csv,owlapi.csv,ingex.csv,twostep.csv,servicestack.csv
igarden.csv,0.0,0.19,0.24,0.0,0.46,0.17,0.28,0.11,0.13
ingex.csv,0.1,0.51,0.24,0.25,0.2,0.21,0.0,0.02,0.52
megasquirtavr.csv,0.96,0.0,1.0,0.62,0.93,0.98,1.0,1.0,1.0
owlapi.csv,0.01,0.14,0.05,0.0,0.17,0.0,0.04,0.0,0.15
piccolo2d.csv,0.0,0.11,0.0,0.0,0.03,0.03,0.0,0.0,0.0
servicestack.csv,0.28,0.75,0.29,0.25,0.49,0.39,0.14,0.11,0.0
tolven.csv,0.03,0.29,0.11,0.0,0.0,0.08,0.02,0.84,0.48
twostep.csv,0.49,0.92,0.59,0.62,0.63,0.83,0.74,0.0,0.67
wxlua.csv,0.83,0.82,1.0,0.0,0.9,0.94,0.86,1.0,0.96
