,igarden.csv,megasquirtavr.csv,piccolo2d.csv,wxlua.csv,tolven.csv,owlapi.csv,ingex.csv,twostep.csv,servicestack.csv
igarden.csv,1.0,0.2,0.54,0.16,0.46,0.32,0.45,0.42,0.29
ingex.csv,0.13,0.3,0.15,0.35,0.27,0.32,0.93,0.0,0.47
megasquirtavr.csv,1.0,0.9,1.0,0.77,1.0,0.92,1.0,1.0,1.0
owlapi.csv,0.06,0.35,0.23,0.0,0.35,0.96,0.07,0.15,0.18
piccolo2d.csv,0.0,0.05,0.92,0.0,0.14,0.2,0.0,0.08,0.0
servicestack.csv,0.35,0.6,0.08,0.41,0.43,0.36,0.1,0.42,0.94
tolven.csv,0.03,0.45,0.31,0.0,0.97,0.28,0.0,0.73,0.59
twostep.csv,0.32,0.65,0.62,0.72,0.84,1.0,0.86,1.0,0.76
wxlua.csv,0.87,0.9,0.92,1.0,0.86,0.96,0.93,0.88,0.94
