,recall,precision,pf,pci_20,ifa,wins
cleartk.csv,0.6,0.37,0.57,0.44,1.0,5
encog-cs.csv,0.83,0.41,0.84,0.42,1.0,7
extprosys.csv,0.7,0.39,0.71,0.44,1.0,6
ibatisdb.csv,0.32,0.62,0.2,0.69,1.0,14
intact.csv,0.64,0.43,0.5,0.44,1.0,9
japano.csv,0.85,0.36,0.84,0.44,2.0,1
lockss.csv,0.37,0.6,0.28,0.52,0.0,13
ofbiz.csv,0.63,0.38,0.52,0.46,2.0,3
officefloor.csv,0.3,0.39,0.27,0.52,1.0,8
opennms.csv,0.21,0.33,0.19,0.67,1.0,10
papertoolkit.csv,0.22,0.33,0.19,0.79,1.0,11
rohxel.csv,0.39,0.45,0.26,0.54,0.0,12
sevenupdate.csv,1.0,0.36,1.0,0.39,2.0,0
web-cat.csv,0.88,0.34,0.84,0.47,2.0,2
xcf.csv,0.58,0.42,0.45,0.43,2.0,4
