,alembik.csv,emisview.csv,mediate.csv,botsnscouts.csv,anaxagora.csv,matrex.csv,ontopia.csv,mediaportal.csv
alembik.csv,0.42,0.91,0.55,0.0,0.85,0.96,0.91,0.76
anaxagora.csv,0.33,0.5,0.32,0.55,0.57,0.37,0.38,0.34
botsnscouts.csv,0.43,0.35,0.34,0.44,0.43,0.4,0.33,0.39
emisview.csv,0.38,0.53,0.56,0.89,0.83,0.48,0.9,0.76
matrex.csv,0.5,0.58,0.5,0.57,0.91,0.45,0.94,0.98
mediaportal.csv,0.83,0.86,0.65,0.67,0.89,0.91,0.9,0.55
mediate.csv,0.38,0.56,0.47,0.65,0.71,0.52,0.77,0.63
ontopia.csv,0.43,0.41,0.57,0.69,0.54,0.77,0.45,0.55
