,scenemonitor.csv,pustefix.csv,haggle.csv,avisynth2.csv,ibatisdb.csv,ngl.csv,jas.csv,wsmt.csv,mesa3d.csv,coot.csv
avisynth2.csv,0.12,0.0,0.09,0.99,0.07,0.0,0.0,0.27,0.07,0.0
coot.csv,0.51,0.25,0.42,0.38,0.45,0.49,0.36,0.5,0.0,0.72
haggle.csv,0.18,0.64,0.61,0.0,0.36,0.05,0.14,0.39,0.09,0.53
ibatisdb.csv,0.18,0.56,0.18,0.0,0.81,0.32,0.0,0.27,0.55,0.53
jas.csv,0.18,0.47,0.47,0.68,0.17,0.65,0.87,0.73,0.41,0.44
mesa3d.csv,0.18,0.6,0.51,0.93,0.22,0.59,0.15,0.32,0.54,0.59
ngl.csv,0.57,0.43,0.35,0.66,0.32,0.65,0.65,0.36,0.3,0.73
pustefix.csv,0.18,0.6,0.34,0.37,0.1,0.35,0.45,0.44,0.65,0.35
scenemonitor.csv,0.81,0.2,0.3,0.38,0.2,0.48,0.66,0.2,0.17,0.21
wsmt.csv,0.53,0.16,0.11,0.38,0.22,0.25,0.4,0.78,0.04,0.1
