,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv
bochs.csv,0.91,0.82,0.97,0.92,0.05
encog-java.csv,0.09,0.87,0.71,0.97,0.81
h2database.csv,0.66,0.08,0.88,0.89,0.92
jaql.csv,0.63,0.45,0.88,0.04,0.67
raven-monitoring.csv,0.62,0.77,0.09,0.83,0.73
