,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv
bochs.csv,0.18,0.25,0.52,0.51,0.97
encog-java.csv,0.95,0.18,0.58,0.06,0.36
h2database.csv,0.28,0.96,0.21,0.19,0.15
jaql.csv,0.23,0.35,0.23,0.98,0.44
raven-monitoring.csv,0.23,0.19,0.96,0.36,0.39
