,xbrlapi.csv,vdsf.csv,maidsafe-dht.csv,dvt.csv,gotjava.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jguard.csv,empserver.csv,kowari.csv,mimosa.csv,google-web-toolkit.csv
dvt.csv,0.51,0.31,0.32,0.68,0.0,0.38,0.63,0.2,0.2,0.37,0.0,0.06,0.31
empserver.csv,0.52,0.64,0.52,0.54,0.09,0.13,0.0,0.6,0.5,0.65,0.34,0.5,0.4
emulemorph.csv,0.06,0.0,0.09,0.06,0.0,0.07,0.0,0.69,0.0,0.1,0.0,0.0,0.12
google-web-toolkit.csv,0.29,0.26,0.53,0.22,0.0,0.43,0.44,0.64,0.54,0.2,0.05,0.59,0.65
htmlunit.csv,0.46,0.05,0.7,0.51,0.0,0.58,0.64,0.51,0.43,0.59,0.6,0.48,0.47
jaxen.csv,0.53,0.76,0.61,0.45,0.91,0.61,0.98,0.41,0.37,0.23,0.56,0.32,0.61
jguard.csv,0.53,0.0,0.26,0.17,0.36,0.17,0.21,0.33,0.68,0.0,0.67,0.68,0.56
kowari.csv,0.3,0.0,0.46,0.17,0.0,0.59,0.44,0.59,0.44,0.2,0.83,0.13,0.37
maidsafe-dht.csv,0.2,0.51,0.71,0.22,0.0,0.46,0.44,0.36,0.46,0.58,0.44,0.45,0.4
mimosa.csv,0.62,0.0,0.58,0.5,0.51,0.48,0.43,0.47,0.6,0.24,0.69,0.83,0.47
vdsf.csv,0.63,0.42,0.43,0.53,0.0,0.13,0.19,0.44,0.17,0.0,0.15,0.25,0.49
xbrlapi.csv,0.67,0.0,0.09,0.3,0.0,0.48,0.44,0.75,0.55,0.0,0.29,0.58,0.4
