,sauerbraten.csv,oppna-program-hsatools.csv,mpgravity.csv,gretl.csv,ogre.csv,yarp.csv,openmsx.csv,doomlegacy.csv,gmerlin.csv,illumination.csv,open-ms.csv,elateportal.csv,sandiaportals.csv,zemljanka.csv,nativeclient.csv,natpad.csv
doomlegacy.csv,0.69,0.55,0.1,0.35,0.45,0.0,0.5,0.69,0.04,0.21,0.58,0.13,0.0,0.09,0.27,0.53
elateportal.csv,0.0,0.36,0.59,0.61,0.43,0.35,0.45,0.51,0.53,0.54,0.51,0.96,0.53,0.45,0.21,0.4
gmerlin.csv,0.76,0.52,0.0,0.0,0.0,0.42,0.29,0.0,0.67,0.67,0.0,0.83,0.73,0.0,0.09,0.56
gretl.csv,0.4,0.6,0.46,0.71,0.0,0.28,0.45,0.59,0.48,0.52,0.57,0.24,0.73,0.7,0.53,0.69
illumination.csv,0.04,0.71,0.0,0.0,0.0,0.36,0.02,0.0,0.07,0.83,0.0,0.0,0.42,0.0,0.13,0.13
mpgravity.csv,0.17,0.0,0.77,0.62,0.0,0.0,0.56,0.58,0.58,0.31,0.64,0.0,0.5,0.01,0.67,0.67
nativeclient.csv,0.6,0.58,0.74,0.62,0.37,0.36,0.26,0.55,0.42,0.53,0.65,0.11,0.66,0.46,0.65,0.6
natpad.csv,0.39,0.34,0.1,0.61,0.19,0.41,0.47,0.49,0.51,0.49,0.59,0.13,0.58,0.49,0.44,0.75
ogre.csv,0.1,0.77,0.0,0.48,0.95,0.19,0.53,0.5,0.63,0.42,0.53,0.0,0.46,0.36,0.47,0.55
open-ms.csv,0.58,0.5,0.0,0.49,0.0,0.4,0.2,0.68,0.47,0.53,0.5,0.79,0.46,0.31,0.25,0.35
openmsx.csv,0.54,0.73,0.0,0.0,0.12,0.0,0.6,0.55,0.51,0.56,0.0,0.5,0.0,0.0,0.19,0.48
oppna-program-hsatools.csv,0.1,0.83,0.09,0.59,0.0,0.23,0.3,0.45,0.37,0.53,0.54,0.12,0.54,0.49,0.3,0.47
sandiaportals.csv,0.3,0.5,0.2,0.63,0.21,0.6,0.41,0.32,0.41,0.49,0.54,0.02,0.78,0.31,0.59,0.69
sauerbraten.csv,0.74,0.72,0.0,0.0,0.0,0.23,0.09,0.0,0.0,0.53,0.24,0.0,0.0,0.0,0.0,0.0
yarp.csv,0.25,0.57,0.2,0.0,0.07,0.57,0.13,0.28,0.04,0.28,0.38,0.0,0.0,0.0,0.06,0.0
zemljanka.csv,0.17,0.17,0.0,0.53,0.68,0.41,0.55,0.57,0.54,0.57,0.53,0.0,0.31,0.83,0.39,0.49
