,sauerbraten.csv,oppna-program-hsatools.csv,mpgravity.csv,gretl.csv,ogre.csv,yarp.csv,openmsx.csv,doomlegacy.csv,gmerlin.csv,illumination.csv,open-ms.csv,elateportal.csv,sandiaportals.csv,zemljanka.csv,nativeclient.csv,natpad.csv
doomlegacy.csv,0.79,0.5,0.08,0.3,0.44,1.0,0.46,0.76,0.03,0.18,0.6,0.11,0.0,0.07,0.23,0.49
elateportal.csv,1.0,0.42,0.58,0.6,0.42,0.8,0.68,0.74,0.91,0.59,0.49,0.95,0.83,0.5,0.18,0.35
gmerlin.csv,0.85,0.56,0.0,0.0,0.0,0.92,0.25,0.0,0.66,0.71,0.0,1.0,0.87,0.0,0.07,0.88
gretl.csv,0.97,0.63,0.42,0.73,0.61,0.24,0.52,0.69,0.75,0.53,0.7,0.23,0.83,0.71,0.52,0.86
illumination.csv,0.03,0.84,0.0,0.0,0.0,0.84,0.02,0.0,0.06,0.82,0.0,1.0,0.43,0.0,0.11,0.93
mpgravity.csv,1.0,0.95,0.75,0.59,0.17,1.0,0.6,0.74,0.75,0.82,0.67,1.0,0.96,0.01,0.82,0.91
nativeclient.csv,0.59,0.54,0.83,0.59,0.35,0.32,0.22,0.51,0.38,0.53,0.74,0.09,0.64,0.43,0.63,0.56
natpad.csv,0.92,0.34,0.08,0.65,0.16,0.88,0.49,0.46,0.62,0.47,0.6,0.11,0.72,0.71,0.41,0.79
ogre.csv,0.08,0.87,0.92,0.5,0.94,0.16,0.52,0.85,0.72,0.76,0.78,1.0,0.64,0.32,0.84,0.7
open-ms.csv,0.56,0.46,0.0,0.44,0.48,0.36,0.17,0.74,0.44,0.53,0.47,0.93,0.42,0.27,0.21,0.3
openmsx.csv,0.51,0.89,0.0,0.0,0.1,0.96,0.58,0.54,0.5,0.65,0.0,0.98,1.0,0.0,0.16,0.74
oppna-program-hsatools.csv,0.08,0.82,0.92,0.58,0.69,0.2,0.26,0.89,0.34,0.53,0.85,0.11,0.55,0.45,0.93,0.63
sandiaportals.csv,0.95,0.52,0.17,0.6,0.18,0.88,0.37,0.28,0.38,0.53,0.53,0.02,0.77,0.31,0.56,0.7
sauerbraten.csv,0.79,0.74,1.0,1.0,0.99,0.2,0.97,0.99,1.0,0.82,0.94,1.0,1.0,1.0,1.0,1.0
yarp.csv,0.21,0.62,0.17,0.0,0.06,0.56,0.11,0.24,0.03,0.24,0.34,0.0,0.0,0.0,0.05,0.0
zemljanka.csv,0.82,0.98,0.0,0.62,0.74,0.88,0.74,0.8,0.62,0.94,0.76,0.93,0.58,0.8,0.77,0.81
