,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,personalaccess.csv,octet.csv,servicestack.csv,gephex.csv,rcp-company-uibindings.csv,javaprofiler.csv
adonthell.csv,0.24,0.88,0.62,0.72,0.63,0.66,0.18,0.7,0.2,0.38,0.2,0.14,0.25,0.29,0.76,1.0,0.46,0.33
autofac.csv,0.44,0.81,0.14,0.76,0.25,0.46,0.65,0.68,0.2,0.75,0.5,0.68,0.59,0.57,0.53,0.52,0.56,0.73
azureus.csv,0.71,0.88,0.78,0.9,0.52,0.97,1.0,0.97,0.75,1.0,0.5,0.73,0.55,0.86,0.94,0.76,0.98,0.99
dsworkbench.csv,0.16,0.46,0.72,0.21,0.2,0.25,0.06,0.11,0.3,0.12,0.1,0.2,0.3,0.14,0.18,0.27,0.19,0.11
forester-atv.csv,0.4,0.73,0.32,0.1,0.05,0.25,0.53,0.16,0.7,0.38,0.1,0.64,0.64,0.0,0.29,0.21,0.4,0.29
freelords.csv,0.8,0.96,0.9,0.79,0.55,0.66,0.65,0.7,0.9,0.88,0.9,0.98,0.72,0.43,0.47,0.66,0.49,0.72
gabel.csv,0.0,0.65,0.58,0.45,0.37,0.28,0.65,0.51,0.2,0.75,0.4,0.25,0.48,0.29,0.12,0.23,0.3,0.16
gephex.csv,0.39,0.38,1.0,0.93,0.8,0.67,0.71,0.81,0.5,0.62,0.3,0.38,0.62,0.71,0.82,0.66,0.58,0.4
google-collections.csv,0.82,0.92,1.0,1.0,1.0,0.99,1.0,1.0,0.9,1.0,1.0,0.98,0.99,1.0,1.0,1.0,1.0,1.0
javaprofiler.csv,0.48,0.88,0.76,0.59,0.67,0.59,1.0,0.84,0.45,0.88,0.8,0.79,0.65,0.71,0.53,0.58,0.84,0.8
jpaul.csv,0.45,0.69,0.86,0.41,0.0,0.13,0.94,0.22,0.4,0.88,0.5,0.66,0.65,0.43,0.47,0.01,0.15,0.49
mycila.csv,0.86,0.31,0.96,0.97,1.0,0.46,0.47,0.35,0.8,1.0,0.7,0.61,0.63,0.71,0.24,0.89,0.63,0.69
neodatis-odb.csv,0.6,0.77,0.3,0.52,0.13,0.15,0.59,0.7,0.3,0.62,0.4,0.55,0.54,0.43,0.06,0.49,0.82,0.33
octet.csv,0.32,0.38,0.2,0.48,0.07,0.18,0.24,0.35,0.4,0.25,0.2,0.23,0.63,0.71,0.06,0.31,0.7,0.19
personalaccess.csv,0.14,0.65,0.58,0.55,0.23,0.32,0.71,0.35,0.65,1.0,0.9,0.82,0.82,0.57,0.24,0.37,0.41,0.4
rcp-company-uibindings.csv,0.65,0.77,0.82,0.41,0.32,0.66,0.65,0.43,0.35,0.38,0.3,0.52,0.4,0.29,0.41,0.51,0.85,0.25
scenemonitor.csv,0.2,0.5,0.56,0.38,0.12,0.37,0.53,0.19,0.65,0.12,0.2,0.64,0.47,0.43,0.41,0.2,0.33,0.15
servicestack.csv,0.0,0.69,0.42,0.45,0.0,0.15,0.06,0.32,0.05,0.12,0.2,0.12,0.22,0.14,0.71,0.01,0.15,0.04
