,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,personalaccess.csv,octet.csv,servicestack.csv,gephex.csv,rcp-company-uibindings.csv,javaprofiler.csv
adonthell.csv,0.38,0.57,0.69,0.57,0.68,0.73,0.18,0.44,0.22,0.12,0.15,0.2,0.39,0.19,0.4,0.78,0.62,0.44
autofac.csv,0.6,0.52,0.24,0.8,0.36,0.56,0.51,0.43,0.3,0.19,0.21,0.38,0.7,0.26,0.6,0.57,0.72,0.77
azureus.csv,0.83,0.52,0.76,0.59,0.5,0.84,0.45,0.51,0.52,0.15,0.2,0.64,0.68,0.19,0.41,0.69,0.98,0.81
dsworkbench.csv,0.28,0.48,0.8,0.32,0.32,0.4,0.11,0.16,0.4,0.13,0.17,0.23,0.45,0.25,0.29,0.39,0.31,0.18
forester-atv.csv,0.57,0.67,0.48,0.17,0.09,0.37,0.49,0.25,0.58,0.25,0.1,0.38,0.72,0.0,0.37,0.33,0.56,0.43
freelords.csv,0.88,0.56,0.86,0.61,0.55,0.72,0.58,0.46,0.6,0.21,0.38,0.42,0.77,0.29,0.38,0.64,0.65,0.74
gabel.csv,0.0,0.53,0.67,0.58,0.49,0.42,0.58,0.37,0.3,0.33,0.23,0.33,0.64,0.19,0.19,0.32,0.46,0.27
gephex.csv,0.56,0.33,0.86,0.61,0.65,0.73,0.45,0.5,0.47,0.14,0.17,0.3,0.72,0.19,0.49,0.71,0.73,0.49
google-collections.csv,0.9,0.54,0.86,0.64,0.71,0.84,0.45,0.51,0.53,0.15,0.33,0.42,0.91,0.22,0.42,0.78,0.98,0.81
javaprofiler.csv,0.64,0.54,0.75,0.6,0.64,0.69,0.61,0.48,0.42,0.19,0.28,0.39,0.74,0.27,0.47,0.6,0.9,0.84
jpaul.csv,0.62,0.53,0.8,0.53,0.0,0.22,0.74,0.21,0.46,0.35,0.26,0.43,0.74,0.32,0.46,0.03,0.25,0.62
mycila.csv,0.91,0.36,0.86,0.62,0.71,0.57,0.3,0.31,0.48,0.16,0.61,0.46,0.71,0.21,0.15,0.73,0.76,0.68
neodatis-odb.csv,0.74,0.53,0.45,0.55,0.22,0.25,0.4,0.63,0.39,0.15,0.44,0.48,0.67,0.29,0.11,0.57,0.89,0.48
octet.csv,0.49,0.39,0.32,0.45,0.12,0.29,0.2,0.46,0.43,0.15,0.2,0.26,0.7,0.53,0.11,0.43,0.81,0.28
personalaccess.csv,0.24,0.58,0.69,0.58,0.35,0.46,0.5,0.33,0.52,0.27,0.41,0.45,0.87,0.47,0.35,0.46,0.57,0.5
rcp-company-uibindings.csv,0.79,0.56,0.8,0.47,0.38,0.71,0.52,0.32,0.38,0.15,0.22,0.42,0.55,0.12,0.36,0.56,0.92,0.39
scenemonitor.csv,0.33,0.45,0.67,0.47,0.19,0.5,0.47,0.24,0.67,0.07,0.14,0.45,0.61,0.46,0.41,0.3,0.49,0.24
servicestack.csv,0.0,0.61,0.54,0.53,0.0,0.25,0.1,0.37,0.09,0.12,0.15,0.18,0.35,0.2,0.62,0.03,0.25,0.08
