,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,personalaccess.csv,octet.csv,servicestack.csv,gephex.csv,rcp-company-uibindings.csv,javaprofiler.csv
adonthell.csv,0.0,0.8,0.56,0.73,0.29,0.39,0.32,0.8,0.38,0.42,0.36,0.11,0.2,0.24,0.76,1.0,0.1,0.36
autofac.csv,0.5,0.82,0.06,0.12,0.17,0.46,0.37,0.76,0.09,0.52,0.76,0.65,0.4,0.39,0.09,0.54,0.2,0.36
azureus.csv,0.0,1.0,0.88,1.0,0.71,1.0,1.0,0.96,0.72,0.98,0.81,0.19,0.4,1.0,1.0,0.78,0.7,0.92
dsworkbench.csv,0.0,0.3,0.25,0.09,0.04,0.07,0.02,0.11,0.12,0.07,0.02,0.17,0.24,0.0,0.02,0.17,0.1,0.11
forester-atv.csv,0.5,0.3,0.06,0.12,0.04,0.29,0.27,0.07,0.44,0.14,0.21,0.61,0.64,0.12,0.11,0.15,0.8,0.17
freelords.csv,0.5,0.95,0.62,0.7,0.54,0.46,0.24,0.73,0.69,0.55,0.67,0.93,0.72,0.22,0.37,0.71,0.3,0.44
gabel.csv,0.0,0.52,0.44,0.09,0.15,0.11,0.24,0.66,0.09,0.24,0.5,0.1,0.12,0.24,0.04,0.29,0.1,0.08
gephex.csv,0.0,0.62,1.0,1.0,0.81,0.46,0.59,0.74,0.41,0.65,0.52,0.4,0.48,0.8,0.57,0.34,0.4,0.5
google-collections.csv,0.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,0.94,1.0,0.98,0.93,0.92,1.0,1.0,1.0,1.0,0.97
javaprofiler.csv,0.0,0.9,0.81,0.33,0.52,0.39,0.54,0.86,0.44,0.65,0.95,0.76,0.56,0.49,0.26,0.61,0.6,0.22
jpaul.csv,0.0,0.6,0.88,0.12,0.0,0.11,0.24,0.43,0.22,0.27,0.57,0.5,0.52,0.18,0.22,0.0,0.0,0.22
mycila.csv,1.0,0.25,0.88,1.0,1.0,0.43,0.71,0.49,0.97,0.91,0.14,0.37,0.64,0.71,0.72,0.93,0.7,0.72
neodatis-odb.csv,1.0,0.72,0.12,0.33,0.08,0.14,0.56,0.29,0.16,0.59,0.1,0.27,0.36,0.22,0.02,0.39,0.6,0.14
octet.csv,0.0,0.38,0.12,0.58,0.0,0.14,0.49,0.1,0.28,0.18,0.19,0.2,0.76,0.14,0.0,0.24,0.5,0.28
personalaccess.csv,0.0,0.4,0.31,0.3,0.12,0.14,0.46,0.41,0.53,0.47,0.6,0.64,0.28,0.12,0.04,0.41,0.4,0.39
rcp-company-uibindings.csv,0.0,0.65,0.69,0.3,0.42,0.54,0.34,0.69,0.31,0.32,0.33,0.33,0.24,0.49,0.33,0.51,0.0,0.08
scenemonitor.csv,0.0,0.48,0.31,0.21,0.17,0.29,0.29,0.2,0.19,0.21,0.38,0.43,0.4,0.06,0.22,0.22,0.3,0.11
servicestack.csv,0.0,0.38,0.44,0.21,0.0,0.18,0.07,0.23,0.03,0.08,0.33,0.1,0.16,0.04,0.22,0.0,0.1,0.03
