,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,personalaccess.csv,octet.csv,servicestack.csv,gephex.csv,rcp-company-uibindings.csv,javaprofiler.csv
adonthell.csv,0.28,0.52,0.57,0.54,0.64,0.65,0.21,0.47,0.23,0.41,0.23,0.17,0.29,0.33,0.53,0.0,0.51,0.37
autofac.csv,0.45,0.48,0.17,0.78,0.29,0.47,0.65,0.5,0.24,0.67,0.41,0.57,0.59,0.58,0.58,0.51,0.6,0.71
azureus.csv,0.75,0.0,0.37,0.0,0.45,0.0,0.0,0.17,0.56,0.09,0.38,0.74,0.56,0.0,0.0,0.51,0.67,0.3
dsworkbench.csv,0.19,0.49,0.73,0.25,0.24,0.29,0.07,0.13,0.35,0.15,0.12,0.24,0.34,0.17,0.22,0.31,0.23,0.13
forester-atv.csv,0.42,0.72,0.37,0.12,0.06,0.29,0.56,0.19,0.67,0.43,0.12,0.57,0.55,0.0,0.34,0.25,0.33,0.33
freelords.csv,0.71,0.21,0.71,0.6,0.53,0.63,0.67,0.53,0.65,0.74,0.67,0.27,0.55,0.47,0.5,0.53,0.52,0.68
gabel.csv,0.0,0.61,0.58,0.5,0.42,0.32,0.67,0.46,0.24,0.75,0.42,0.29,0.53,0.33,0.15,0.27,0.35,0.19
gephex.csv,0.44,0.38,0.0,0.0,0.49,0.64,0.62,0.57,0.52,0.54,0.32,0.41,0.6,0.47,0.69,0.66,0.58,0.42
google-collections.csv,0.85,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.09,0.27,0.3,0.0,0.0,0.0,0.0,0.13
javaprofiler.csv,0.54,0.34,0.48,0.6,0.62,0.59,0.81,0.42,0.47,0.68,0.2,0.54,0.59,0.66,0.56,0.53,0.69,0.8
jpaul.csv,0.51,0.6,0.39,0.46,0.0,0.16,0.9,0.25,0.44,0.85,0.48,0.62,0.61,0.48,0.51,0.01,0.18,0.53
mycila.csv,0.0,0.35,0.4,0.0,0.0,0.48,0.42,0.37,0.13,0.33,0.73,0.61,0.55,0.55,0.25,0.27,0.52,0.53
neodatis-odb.csv,0.0,0.57,0.35,0.54,0.16,0.18,0.55,0.7,0.34,0.56,0.45,0.58,0.56,0.47,0.07,0.51,0.68,0.38
octet.csv,0.37,0.41,0.24,0.47,0.09,0.21,0.27,0.4,0.44,0.29,0.24,0.27,0.48,0.74,0.07,0.35,0.65,0.22
personalaccess.csv,0.17,0.64,0.6,0.57,0.27,0.37,0.67,0.38,0.6,0.85,0.72,0.65,0.8,0.61,0.28,0.4,0.44,0.43
rcp-company-uibindings.csv,0.7,0.62,0.62,0.45,0.35,0.61,0.65,0.4,0.39,0.42,0.34,0.54,0.44,0.32,0.44,0.51,0.88,0.29
scenemonitor.csv,0.24,0.5,0.58,0.42,0.14,0.41,0.56,0.22,0.68,0.14,0.23,0.62,0.49,0.48,0.45,0.23,0.37,0.18
servicestack.csv,0.0,0.67,0.44,0.49,0.0,0.18,0.07,0.36,0.06,0.15,0.23,0.15,0.26,0.17,0.72,0.01,0.18,0.05
