,pclasses.csv,re2c.csv,psrchive.csv,liferea.csv,log4net.csv,jmol.csv,tycho.csv,xfce.csv,adobe-source.csv,ibatisdb.csv
adobe-source.csv,0.05,0.06,0.09,0.0,0.14,0.0,0.04,0.12,0.04,0.14
ibatisdb.csv,0.09,0.27,0.16,0.0,0.13,0.09,0.21,0.06,0.23,0.0
jmol.csv,0.43,0.76,0.71,0.91,0.48,0.0,0.61,0.35,0.54,0.5
liferea.csv,0.29,0.27,0.57,0.02,0.37,0.39,0.5,0.26,0.34,0.27
log4net.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pclasses.csv,0.0,0.0,0.11,0.0,0.17,0.0,0.0,0.0,0.05,0.08
psrchive.csv,0.11,0.06,0.0,0.16,0.19,0.13,0.04,0.06,0.07,0.3
re2c.csv,0.3,0.0,0.57,0.36,0.5,0.13,0.82,0.25,0.36,0.6
tycho.csv,0.29,0.18,0.28,0.93,0.31,0.35,0.0,0.9,0.2,0.76
xfce.csv,0.7,0.8,0.53,0.77,0.76,0.74,0.93,0.06,0.68,0.72
