,pclasses.csv,re2c.csv,psrchive.csv,liferea.csv,log4net.csv,jmol.csv,tycho.csv,xfce.csv,adobe-source.csv,ibatisdb.csv
adobe-source.csv,2.0,2.0,3.0,0.0,133.0,0.0,0.0,0.0,0.0,15.0
ibatisdb.csv,0.0,9.0,8.0,56.0,133.0,0.0,0.0,0.0,18.0,0.0
jmol.csv,8.0,0.0,28.0,6.0,36.0,0.0,0.0,1.0,8.0,3.0
liferea.csv,0.0,0.0,14.0,0.0,133.0,0.0,0.0,0.0,1.0,1.0
log4net.csv,66.0,56.0,88.0,56.0,0.0,123.0,62.0,250.0,161.0,140.0
pclasses.csv,0.0,0.0,5.0,56.0,133.0,0.0,0.0,250.0,161.0,140.0
psrchive.csv,6.0,0.0,0.0,7.0,133.0,0.0,0.0,0.0,7.0,24.0
re2c.csv,3.0,0.0,4.0,56.0,41.0,1.0,0.0,0.0,6.0,11.0
tycho.csv,0.0,0.0,1.0,6.0,133.0,0.0,0.0,1.0,1.0,17.0
xfce.csv,13.0,0.0,3.0,12.0,37.0,1.0,0.0,0.0,6.0,9.0
