,pclasses.csv,re2c.csv,psrchive.csv,liferea.csv,log4net.csv,jmol.csv,tycho.csv,xfce.csv,adobe-source.csv,ibatisdb.csv
adobe-source.csv,0.75,0.83,0.9,0.0,0.94,0.92,0.67,0.8,0.9,0.94
ibatisdb.csv,0.89,0.73,0.93,0.0,0.94,0.94,0.88,0.96,0.92,0.78
jmol.csv,0.56,0.41,0.4,0.34,0.53,0.38,0.54,0.42,0.49,0.46
liferea.csv,0.5,0.5,0.38,0.71,0.5,0.37,0.45,0.39,0.49,0.51
log4net.csv,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0
pclasses.csv,0.9,0.0,0.91,0.0,0.95,0.0,0.0,0.0,0.83,0.88
psrchive.csv,0.86,0.75,0.93,0.88,0.96,0.92,0.83,0.97,0.92,0.97
re2c.csv,0.6,0.83,0.49,0.75,0.76,0.73,0.52,0.79,0.83,0.55
tycho.csv,0.94,0.92,0.88,0.35,0.7,0.65,0.54,0.56,0.79,0.51
xfce.csv,0.5,0.42,0.53,0.35,0.46,0.4,0.42,0.46,0.46,0.47
