,pclasses.csv,re2c.csv,psrchive.csv,liferea.csv,log4net.csv,jmol.csv,tycho.csv,xfce.csv,adobe-source.csv,ibatisdb.csv
adobe-source.csv,0.09,0.5,0.21,0.08,0.0,0.12,0.06,0.2,0.83,0.08
ibatisdb.csv,0.36,0.17,0.21,0.0,0.0,0.16,0.06,0.1,0.23,1.0
jmol.csv,0.27,0.83,0.71,1.0,0.33,0.99,0.51,0.49,0.87,0.86
liferea.csv,0.36,0.33,0.64,1.0,0.0,0.65,0.54,0.51,0.47,0.31
log4net.csv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
pclasses.csv,0.91,0.17,0.21,0.0,0.0,0.01,0.03,0.0,0.0,0.0
psrchive.csv,0.09,0.17,1.0,0.08,0.0,0.1,0.14,0.14,0.13,0.08
re2c.csv,0.27,1.0,0.86,0.0,0.67,0.34,0.71,0.3,0.37,0.78
tycho.csv,0.09,0.67,0.36,0.77,0.0,0.4,1.0,0.79,0.53,0.78
xfce.csv,0.64,0.67,0.79,0.92,1.0,0.71,0.77,0.96,0.73,0.72
