,pclasses.csv,re2c.csv,psrchive.csv,liferea.csv,log4net.csv,jmol.csv,tycho.csv,xfce.csv,adobe-source.csv,ibatisdb.csv
adobe-source.csv,0.91,0.5,0.79,0.92,1.01,0.88,0.94,0.81,0.17,0.93
ibatisdb.csv,0.64,0.88,0.8,1.0,1.01,0.85,0.97,0.9,0.8,0.0
jmol.csv,0.84,0.78,0.76,0.91,0.82,0.01,0.78,0.62,0.55,0.52
liferea.csv,0.7,0.72,0.68,0.02,1.07,0.52,0.68,0.55,0.63,0.74
log4net.csv,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
pclasses.csv,0.09,0.83,0.79,1.0,1.01,0.99,0.97,1.0,1.0,1.0
psrchive.csv,0.92,0.84,0.0,0.94,1.02,0.91,0.86,0.86,0.87,0.96
re2c.csv,0.79,0.0,0.59,1.06,0.6,0.68,0.87,0.74,0.73,0.64
tycho.csv,0.95,0.38,0.7,0.96,1.05,0.7,0.0,0.92,0.51,0.79
xfce.csv,0.79,0.87,0.57,0.78,0.76,0.79,0.96,0.08,0.73,0.78
