,pclasses.csv,re2c.csv,psrchive.csv,liferea.csv,log4net.csv,jmol.csv,tycho.csv,xfce.csv,adobe-source.csv,ibatisdb.csv
adobe-source.csv,0.25,0.5,0.3,1.0,0.0,1.0,0.67,0.8,0.83,0.17
ibatisdb.csv,0.44,0.07,0.2,0.0,0.0,0.89,0.25,0.78,0.18,1.0
jmol.csv,0.11,0.11,0.16,0.25,0.02,1.0,0.51,0.76,0.27,0.37
liferea.csv,0.2,0.12,0.17,0.93,0.0,0.88,0.58,0.82,0.24,0.28
log4net.csv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
pclasses.csv,1.0,1.0,0.27,0.0,0.0,1.0,1.0,0.0,0.0,0.0
psrchive.csv,0.14,0.25,1.0,0.12,0.0,0.77,0.83,0.83,0.31,0.09
re2c.csv,0.15,1.0,0.22,0.0,0.03,0.92,0.52,0.74,0.19,0.31
tycho.csv,0.06,0.31,0.19,0.2,0.0,0.83,1.0,0.67,0.37,0.26
xfce.csv,0.15,0.09,0.22,0.26,0.03,0.81,0.51,0.97,0.2,0.25
