,opennms.csv,phet.csv,e-bio-flow.csv,aten.csv,runuomondains.csv,exl.csv
e-bio-flow.csv,0.21,0.19,0.02,0.0,0.15,0.0
exl.csv,0.77,0.57,0.83,1.0,0.76,0.0
opennms.csv,0.0,0.11,0.1,0.0,0.03,0.08
phet.csv,0.61,0.0,0.44,1.0,0.51,0.77
runuomondains.csv,0.09,0.17,0.31,0.0,0.0,0.77
