,opennms.csv,phet.csv,e-bio-flow.csv,aten.csv,runuomondains.csv,exl.csv
e-bio-flow.csv,0.21,0.12,0.97,0.08,0.38,0.0
exl.csv,0.71,0.52,0.7,0.74,0.88,1.0
opennms.csv,0.89,0.1,0.13,0.26,0.0,0.24
phet.csv,0.82,0.93,0.37,0.68,0.0,0.46
runuomondains.csv,0.0,0.12,0.47,0.0,1.0,0.41
