,opennms.csv,phet.csv,e-bio-flow.csv,aten.csv,runuomondains.csv,exl.csv
e-bio-flow.csv,0.81,0.91,0.04,0.92,0.64,1.0
exl.csv,0.82,0.75,0.88,1.03,0.77,0.0
opennms.csv,0.11,0.91,0.87,0.74,1.0,0.76
phet.csv,0.64,0.07,0.77,1.05,1.12,0.94
runuomondains.csv,1.0,0.9,0.62,1.0,0.0,0.97
