,recall,precision,pf,pci_20,ifa,wins
bdbbasic.csv,0.38,0.63,0.21,0.55,0.0,13
brlcad.csv,0.355,0.73,0.135,0.84,0.0,16
genoviz.csv,0.15,0.81,0.02,0.83,0.0,17
gnupdate.csv,0.53,0.555,0.33,0.61,1.0,10
google-gears.csv,0.865,0.45,0.835,0.42,2.5,0
konversation.csv,0.515,0.5449999999999999,0.325,0.59,1.5,9
linux-ntfs.csv,0.52,0.475,0.345,0.45999999999999996,1.0,5
linuxsh.csv,0.385,0.5449999999999999,0.165,0.75,1.0,14
modplug.csv,0.9,0.485,0.73,0.45,3.5,1
nativeclient.csv,0.75,0.505,0.475,0.44,1.0,6
ogre.csv,0.58,0.33999999999999997,0.55,0.545,2.0,2
openfrag.csv,0.8,0.515,0.54,0.44,0.5,8
projecteqemu.csv,0.625,0.6000000000000001,0.38,0.47,0.0,11
qse.csv,0.53,0.665,0.31,0.51,0.5,12
sandiaportals.csv,0.835,0.495,0.5549999999999999,0.47,2.0,4
sauerbraten.csv,0.9299999999999999,0.44999999999999996,0.86,0.43,1.0,3
turbotrader-bos.csv,0.44,0.695,0.1,0.645,0.0,15
xapian.csv,0.72,0.535,0.595,0.565,1.5,7
