,sauerbraten.csv,brlcad.csv,linuxsh.csv,konversation.csv,gnupdate.csv,ogre.csv,bdbbasic.csv,qse.csv,turbotrader-bos.csv,projecteqemu.csv,modplug.csv,openfrag.csv,xapian.csv,google-gears.csv,linux-ntfs.csv,sandiaportals.csv,nativeclient.csv,genoviz.csv
bdbbasic.csv,0.6,0.99,1.0,0.42,0.95,0.96,0.44,0.91,0.66,0.68,0.52,0.73,0.63,0.64,0.72,0.48,0.88,1.04
brlcad.csv,0.92,0.44,0.44,0.61,0.65,1.07,0.49,0.74,0.76,0.65,0.84,0.85,0.81,0.8,0.64,0.52,0.96,0.46
genoviz.csv,0.77,0.95,1.0,0.42,1.0,1.09,0.68,0.89,0.66,0.67,0.76,0.85,0.85,0.95,0.85,0.89,0.84,0.07
gnupdate.csv,0.65,0.59,0.69,0.62,0.22,0.6,0.62,0.63,0.67,0.73,0.78,0.62,0.83,0.44,0.49,0.66,0.71,0.68
google-gears.csv,0.7,0.72,0.74,0.83,0.87,0.82,0.96,0.85,0.95,0.56,0.64,0.94,0.85,0.48,0.86,0.95,0.97,0.87
konversation.csv,0.48,0.71,0.6,0.4,0.4,0.58,0.49,0.48,0.63,0.76,0.63,0.59,0.71,0.58,0.65,0.49,0.71,0.88
linux-ntfs.csv,0.55,0.75,0.88,0.61,0.91,1.07,0.57,0.64,0.57,0.68,0.76,0.82,0.76,0.64,0.58,0.68,0.6,0.67
linuxsh.csv,0.63,0.7,0.27,0.44,0.63,0.98,0.56,0.59,0.67,0.55,0.85,0.74,0.89,0.88,0.84,0.6,0.93,0.63
modplug.csv,0.96,0.84,0.96,0.8,0.68,1.08,0.59,0.65,0.56,0.91,0.38,0.67,0.55,0.83,0.8,0.28,0.58,0.93
nativeclient.csv,0.55,0.62,0.71,0.53,0.39,0.74,0.48,0.46,0.49,0.77,0.4,0.64,0.48,0.56,0.7,0.41,0.45,0.7
ogre.csv,0.93,0.73,0.84,0.88,0.74,0.06,0.69,0.8,0.79,0.97,0.63,0.95,0.78,0.87,0.52,0.86,0.85,0.76
openfrag.csv,0.92,0.84,0.62,0.55,0.49,1.3,0.98,0.57,0.62,0.55,0.43,0.37,0.57,0.59,1.0,0.62,0.59,0.87
projecteqemu.csv,0.44,0.9,0.93,0.43,0.7,1.36,0.49,0.61,0.45,0.35,0.5,0.8,0.69,0.71,0.67,0.66,0.58,0.8
qse.csv,0.64,0.79,0.57,0.49,0.8,0.99,0.48,0.26,0.91,0.54,0.72,0.67,0.68,0.56,0.72,0.47,0.76,0.93
sandiaportals.csv,0.96,0.79,0.93,0.57,0.4,0.93,0.69,0.59,0.65,0.71,0.49,0.43,0.67,0.51,0.88,0.28,0.5,0.93
sauerbraten.csv,0.43,0.87,1.0,0.79,1.0,1.0,1.0,1.0,0.57,0.8,0.54,0.84,0.8,0.88,1.0,1.0,0.98,1.06
turbotrader-bos.csv,0.43,0.84,0.82,0.43,0.71,0.95,0.53,0.55,0.38,0.46,0.6,0.69,0.59,0.81,0.67,0.51,0.85,0.68
xapian.csv,0.68,0.84,0.72,0.65,0.65,1.13,0.63,0.53,0.79,0.75,0.41,0.78,0.35,0.92,0.7,0.63,0.8,0.85
