,toped.csv,irrlicht.csv,qse.csv,truevision.csv,qedo.csv,genoviz.csv
genoviz.csv,0.0,0.04,0.0,0.0,0.09,0.13
irrlicht.csv,1.0,0.55,1.0,1.0,1.0,1.0
qedo.csv,0.33,0.27,0.21,0.34,0.22,0.02
qse.csv,0.67,0.67,0.13,0.35,0.75,0.78
toped.csv,0.0,0.67,0.96,0.62,0.62,0.91
truevision.csv,0.33,0.43,0.0,0.23,0.74,0.29
