,zscreen.csv,popeye-chess.csv,ossbuild.csv,quarkplayer.csv,turbotrader-bos.csv,omseek.csv,kml.csv,virtuoso.csv,gdis.csv,biodwh.csv,genoviz.csv
biodwh.csv,0.0,0.0,2.0,2.0,1.0,5.0,2.0,6.0,0.0,0.0,8.0
gdis.csv,0.0,5.0,3.0,7.0,7.0,52.0,5.0,17.0,0.0,9.0,10.0
genoviz.csv,0.0,0.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0
kml.csv,0.0,11.0,5.0,8.0,7.0,55.0,1.0,29.0,0.0,18.0,28.0
omseek.csv,0.0,2.0,250.0,0.0,1.0,2.0,0.0,181.0,0.0,6.0,3.0
ossbuild.csv,0.0,4.0,2.0,8.0,8.0,40.0,2.0,10.0,1.0,6.0,18.0
popeye-chess.csv,0.0,2.0,7.0,8.0,3.0,11.0,0.0,2.0,0.0,7.0,10.0
quarkplayer.csv,0.0,8.0,5.0,8.0,7.0,70.0,8.0,20.0,0.0,10.0,49.0
turbotrader-bos.csv,0.0,0.0,6.0,12.0,0.0,19.0,4.0,7.0,0.0,2.0,18.0
virtuoso.csv,0.0,6.0,3.0,11.0,7.0,92.0,3.0,1.0,0.0,8.0,23.0
zscreen.csv,0.0,2.0,5.0,11.0,9.0,38.0,2.0,2.0,1.0,7.0,11.0
