,zscreen.csv,popeye-chess.csv,ossbuild.csv,quarkplayer.csv,turbotrader-bos.csv,omseek.csv,kml.csv,virtuoso.csv,gdis.csv,biodwh.csv,genoviz.csv
biodwh.csv,0.17,0.43,0.34,0.36,0.58,0.39,0.72,0.74,0.53,0.83,1.0
gdis.csv,0.46,0.94,0.56,0.91,0.83,0.67,0.72,0.5,0.86,0.42,0.4
genoviz.csv,0.09,0.17,0.03,0.09,0.37,0.15,0.06,0.12,0.09,0.58,1.0
kml.csv,0.65,1.0,0.59,1.0,0.95,1.0,0.75,0.98,0.61,0.75,1.0
omseek.csv,0.09,0.11,0.0,0.18,0.45,0.67,0.06,0.0,0.21,0.5,0.8
ossbuild.csv,0.65,0.94,0.72,0.64,0.66,0.7,0.08,0.4,0.32,0.25,0.8
popeye-chess.csv,0.57,0.66,0.16,0.45,0.61,0.48,0.31,0.43,0.51,0.25,0.6
quarkplayer.csv,0.2,0.63,0.34,0.73,0.42,0.27,0.39,0.1,0.23,0.17,0.0
turbotrader-bos.csv,0.33,0.57,0.25,0.27,0.68,0.36,0.67,0.71,0.54,0.5,0.6
virtuoso.csv,0.93,0.49,0.12,0.91,0.82,1.0,1.0,0.48,1.0,0.67,1.0
zscreen.csv,0.8,0.54,0.66,1.0,0.72,0.64,0.08,0.26,0.32,0.58,1.0
