,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,bionote.csv,rebecca-aiml.csv,arm-webradio.csv
arm-webradio.csv,0.33,0.21,0.38,0.39,0.48,0.54,0.3,0.4,0.07,0.4,0.14,0.74,0.93
aubit4gl.csv,0.06,0.4,0.38,0.13,0.4,0.1,0.68,0.16,0.07,0.34,0.29,0.63,0.04
bionote.csv,0.37,0.31,0.2,0.23,0.41,0.27,0.02,0.34,0.21,0.26,0.87,0.2,0.11
liferea.csv,0.65,0.76,0.34,0.62,0.64,0.83,0.5,0.62,0.07,0.63,0.43,0.26,0.53
opensim4opencog.csv,0.59,0.79,0.34,0.67,0.67,0.68,0.56,0.52,0.14,0.63,0.52,0.48,0.5
pclasses.csv,0.45,0.89,0.0,0.33,0.09,0.1,0.02,0.46,0.0,0.1,0.0,0.45,0.34
plearn.csv,0.67,0.4,0.65,0.37,0.69,0.42,0.11,0.42,0.21,0.54,0.29,0.16,0.45
psrchive.csv,0.63,0.21,0.7,0.34,0.72,0.56,0.56,0.51,0.07,0.57,0.42,0.7,0.04
re2c.csv,0.45,0.21,1.0,0.48,0.6,0.4,0.43,0.4,0.07,0.48,0.27,0.7,0.83
rebecca-aiml.csv,0.48,0.0,0.51,0.39,0.65,0.53,0.58,0.5,0.34,0.64,0.17,0.84,0.64
thrust.csv,0.02,0.0,0.37,0.05,0.09,0.1,0.39,0.2,0.68,0.17,0.38,0.48,0.28
tzod.csv,0.6,0.38,0.5,0.6,0.57,0.59,0.66,0.57,0.21,0.51,0.62,0.46,0.48
yaprm.csv,0.59,0.48,0.35,0.42,0.47,0.1,0.46,0.34,0.48,0.63,0.68,0.2,0.0
