,jicarilla.csv,bacula.csv,pentahoanalysistool.csv,foursquared.csv,bdbbasic.csv,open-data-kit.csv,yafdotnet.csv,impala.csv,turbotrader-bos.csv,ultimairis.csv,tradelink.csv,wikipediardware.csv,ng4j.csv
bacula.csv,0.59,0.51,0.76,0.76,0.76,0.66,0.66,0.86,0.48,0.33,0.68,0.64,0.64
bdbbasic.csv,0.95,0.02,0.76,0.78,0.22,0.68,0.78,0.45,0.6,0.34,0.13,0.0,0.51
foursquared.csv,0.0,0.0,0.02,0.2,0.0,0.02,0.02,0.03,0.1,0.02,0.08,0.0,0.0
impala.csv,0.54,0.57,0.68,0.43,0.49,0.73,0.75,0.22,0.69,0.89,0.77,0.57,0.85
jicarilla.csv,0.22,0.04,0.19,0.13,0.04,0.18,0.08,0.0,0.24,0.34,0.06,0.0,0.2
ng4j.csv,0.46,0.51,0.54,0.5,0.14,0.16,0.46,0.36,0.61,0.7,0.49,0.14,0.25
open-data-kit.csv,0.76,0.35,0.88,1.0,1.0,0.2,0.71,0.6,0.78,0.86,0.58,0.36,0.66
pentahoanalysistool.csv,0.32,0.29,0.31,0.37,0.22,0.18,0.08,0.25,0.35,0.08,0.12,0.71,0.15
tradelink.csv,0.76,0.27,0.86,0.7,0.04,0.82,0.73,0.92,0.8,0.02,0.34,0.0,0.58
turbotrader-bos.csv,0.24,0.45,0.51,0.13,0.2,0.09,0.13,0.56,0.24,0.12,0.49,0.14,0.19
ultimairis.csv,0.76,0.88,0.66,0.65,0.41,0.45,0.72,0.57,0.52,0.23,0.56,1.0,0.36
wikipediardware.csv,0.81,0.88,0.56,0.8,0.69,0.66,0.84,0.94,0.8,0.85,0.74,0.14,0.75
yafdotnet.csv,0.3,0.43,0.32,0.72,0.08,0.43,0.29,0.62,0.48,0.44,0.52,0.0,0.44
