,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv,pixel-commandos.csv,xmoto.csv
ardour.csv,0.11,0.22,0.3,0.25,0.27,0.12,0.02,0.17,0.05,0.17,0.43,0.0,0.33,0.05,0.12,0.0,0.25,0.03,0.23,0.39
cornerstone.csv,0.24,0.12,0.15,0.11,0.09,0.21,0.25,0.14,0.01,0.0,0.32,0.19,0.07,0.05,0.0,0.0,0.25,0.24,0.2,0.05
emeraldemu.csv,0.35,0.27,0.53,0.78,0.09,0.13,0.12,0.23,0.09,0.32,0.6,0.0,0.09,0.0,0.12,0.0,0.3,0.0,0.12,0.07
grafx2.csv,0.31,0.28,0.36,0.28,0.27,0.48,0.3,0.36,0.32,0.21,0.57,0.62,0.46,0.16,0.78,0.12,0.31,0.16,0.19,0.41
jahshakafx.csv,0.3,0.25,0.46,0.29,0.09,0.15,0.28,0.52,0.31,0.13,0.62,0.04,0.3,0.13,0.34,0.12,0.32,0.55,0.3,0.2
kindb.csv,0.36,0.34,0.57,0.4,0.27,0.29,0.68,0.45,0.5,0.3,0.81,0.14,0.35,0.08,0.16,0.12,0.48,0.03,0.47,0.36
maya-work-in-progress.csv,0.71,0.54,0.5,0.24,1.0,0.41,0.78,0.62,0.72,0.23,0.87,0.57,0.63,0.32,0.47,0.12,0.69,0.66,0.69,0.45
netatalk.csv,0.44,0.76,0.93,0.97,0.27,0.57,0.55,0.57,0.69,0.53,0.74,0.5,0.39,0.63,0.91,1.0,0.7,0.37,0.59,0.66
novembre.csv,0.16,0.23,0.33,0.22,0.0,0.16,0.22,0.11,0.07,0.13,0.47,0.07,0.22,0.0,0.41,0.0,0.17,0.03,0.1,0.18
ns-3.csv,0.11,0.16,0.21,0.04,0.45,0.4,0.78,0.75,0.52,0.34,0.34,0.77,0.59,0.87,0.62,0.88,0.56,0.97,0.82,0.57
nullc.csv,0.69,1.0,1.0,1.0,0.0,0.33,0.48,0.49,0.35,0.04,0.66,0.18,0.59,0.37,0.47,0.19,0.77,0.39,0.32,0.3
open-beos.csv,0.39,0.45,0.36,0.46,0.18,0.27,0.72,0.61,0.26,0.06,0.28,0.97,0.67,0.92,0.25,1.0,0.59,0.97,0.57,0.27
pixel-commandos.csv,0.01,0.45,0.18,0.4,0.0,0.11,0.08,0.1,0.03,0.0,0.15,0.03,0.02,0.03,0.09,0.12,0.15,0.16,0.07,0.09
planeshift.csv,0.89,0.85,0.72,0.89,0.82,0.51,0.65,0.62,0.78,0.4,0.81,0.62,0.33,0.29,0.38,0.5,0.93,0.74,0.58,0.59
plee-the-bear.csv,0.32,0.21,0.24,0.07,0.36,0.4,0.4,0.63,0.54,0.02,0.6,0.46,0.52,0.5,0.53,0.56,0.35,0.5,0.49,0.36
reaper-ecad.csv,0.13,0.24,0.34,0.3,0.0,0.03,0.05,0.1,0.02,0.02,0.04,0.03,0.02,0.0,0.0,0.0,0.17,0.0,0.01,0.0
sbml.csv,0.46,0.37,0.51,0.58,0.27,0.4,0.88,0.73,0.46,0.36,0.66,0.61,0.59,0.61,0.16,0.25,0.37,0.47,0.7,0.32
unimrcp.csv,0.38,0.4,0.4,0.44,0.27,0.29,0.7,0.48,0.39,0.45,0.91,0.38,0.52,0.08,0.25,0.19,0.52,0.18,0.38,0.34
unladen-swallow.csv,0.11,0.24,0.23,0.07,0.09,0.21,0.55,0.36,0.3,0.13,0.15,0.38,0.37,0.13,0.19,0.25,0.27,0.47,0.36,0.16
xmoto.csv,0.43,0.4,0.35,0.02,0.27,0.59,0.6,0.38,0.43,0.43,0.55,0.57,0.24,0.29,0.62,0.75,0.45,0.97,0.51,0.27
