,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv,pixel-commandos.csv,xmoto.csv
ardour.csv,0.66,0.47,0.7,0.54,0.48,0.26,0.24,0.59,0.23,0.63,0.45,0.0,0.58,0.4,0.52,0.04,0.62,0.17,0.94,0.63
cornerstone.csv,0.58,0.38,0.67,0.47,0.28,0.39,0.37,0.51,0.1,0.11,0.67,0.6,0.42,0.33,0.22,0.61,0.62,0.25,0.76,0.29
emeraldemu.csv,0.81,0.57,0.7,0.59,0.26,0.24,0.52,0.73,0.35,0.71,0.59,0.09,0.3,0.02,0.59,0.07,0.63,0.09,0.55,0.44
grafx2.csv,0.79,0.63,0.73,0.81,0.26,0.46,0.62,0.69,0.46,0.65,0.56,0.64,0.59,0.66,0.55,0.71,0.57,0.48,0.54,0.63
jahshakafx.csv,0.82,0.62,0.76,0.57,0.39,0.33,0.51,0.74,0.59,0.55,0.62,0.23,0.61,0.54,0.7,0.74,0.63,0.69,0.92,0.51
kindb.csv,0.83,0.64,0.74,0.83,0.59,0.5,0.65,0.76,0.63,0.76,0.49,0.42,0.7,0.42,0.58,0.86,0.68,0.34,0.85,0.66
maya-work-in-progress.csv,0.65,0.71,0.73,0.75,0.0,0.56,0.57,0.7,0.59,0.9,0.42,0.75,0.65,0.8,0.72,0.74,0.66,0.72,0.58,0.7
netatalk.csv,0.69,0.6,0.27,0.13,0.38,0.56,0.65,0.66,0.59,0.69,0.53,0.52,0.69,0.65,0.33,0.0,0.58,0.69,0.64,0.59
novembre.csv,0.73,0.57,0.67,0.42,0.15,0.28,0.63,0.51,0.2,0.46,0.53,0.13,0.44,0.27,0.64,0.22,0.61,0.34,0.78,0.51
ns-3.csv,0.28,0.41,0.25,0.05,0.53,0.63,0.59,0.44,0.55,0.6,0.55,0.59,0.54,0.34,0.46,0.37,0.62,0.13,0.46,0.65
nullc.csv,0.57,0.0,0.0,0.0,0.69,0.52,0.68,0.66,0.52,0.39,0.62,0.42,0.61,0.72,0.66,0.62,0.57,0.46,0.91,0.53
open-beos.csv,0.79,0.76,0.71,0.75,0.5,0.54,0.61,0.68,0.67,0.52,0.51,0.13,0.59,0.3,0.72,0.0,0.68,0.13,0.65,0.6
pixel-commandos.csv,0.05,0.52,0.18,0.41,0.17,0.18,0.38,0.19,0.12,0.11,0.07,0.0,0.12,0.33,0.47,0.28,0.36,0.33,0.99,0.23
planeshift.csv,0.38,0.46,0.63,0.38,0.5,0.59,0.64,0.68,0.56,0.76,0.52,0.7,0.7,0.76,0.64,0.78,0.27,0.64,0.65,0.63
plee-the-bear.csv,0.79,0.48,0.76,0.05,0.32,0.54,0.54,0.54,0.61,0.52,0.55,0.61,0.58,0.6,0.6,0.61,0.58,0.61,0.84,0.52
reaper-ecad.csv,0.55,0.59,0.71,0.84,0.26,0.13,0.32,0.46,0.22,0.04,0.21,0.0,0.4,0.02,0.38,0.25,0.55,0.17,0.29,0.17
sbml.csv,0.79,0.72,0.7,0.78,0.52,0.58,0.38,0.61,0.7,0.75,0.69,0.73,0.68,0.74,0.71,0.83,0.7,0.61,0.58,0.58
unimrcp.csv,0.82,0.7,0.7,0.79,0.42,0.52,0.63,0.73,0.62,0.7,0.32,0.76,0.67,0.56,0.73,0.77,0.67,0.67,0.89,0.58
unladen-swallow.csv,0.54,0.6,0.61,0.2,0.24,0.43,0.61,0.6,0.49,0.55,0.4,0.71,0.54,0.52,0.34,0.67,0.64,0.72,0.52,0.35
xmoto.csv,0.67,0.68,0.67,0.1,0.53,0.59,0.67,0.67,0.55,0.61,0.57,0.6,0.52,0.68,0.67,0.59,0.69,0.13,0.68,0.75
