,dxengine.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,haggle.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,madman.csv,hannosset.csv,ngl.csv,jas.csv,wsmt.csv,nunit.csv
dxengine.csv,1.0,0.38,0.15,0.23,0.0,0.61,0.33,0.05,0.25,0.06,0.0,0.65,0.04,0.43,0.29
e-bio-flow.csv,0.14,0.3,0.24,0.14,0.0,1.0,1.0,0.11,0.57,0.12,0.12,0.63,0.0,0.4,0.31
haggle.csv,0.49,0.3,0.2,0.42,0.06,0.97,0.8,0.05,0.33,0.29,0.0,0.7,0.0,0.6,0.38
hannosset.csv,0.0,0.0,0.33,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.25,0.0,0.5,0.33
jas.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.29,0.0,0.0,0.0,0.0,1.0,1.0,0.5
jbpm.csv,0.8,0.23,0.0,1.0,0.0,0.6,0.38,0.0,0.0,0.0,0.0,0.77,0.23,0.36,0.19
jgossipforum.csv,0.0,0.25,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0
joustsim.csv,0.45,0.2,0.2,0.12,0.0,0.71,0.46,0.0,1.0,0.25,0.0,0.67,0.25,0.5,0.44
log4net.csv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
madman.csv,0.0,0.6,0.33,0.0,0.0,1.0,0.44,0.0,1.0,1.0,0.0,0.71,0.0,0.2,0.33
ngl.csv,0.38,0.26,0.15,0.16,0.03,0.73,0.36,0.06,0.29,0.24,0.13,1.0,0.09,0.54,0.22
nunit.csv,0.5,0.42,0.27,0.37,0.0,0.53,0.47,0.04,0.43,0.15,0.0,0.76,0.08,0.41,0.97
piccolo2d.csv,0.0,0.1,1.0,0.08,0.0,1.0,0.33,0.0,0.33,0.33,0.0,0.45,0.0,0.5,0.44
sblim.csv,0.0,1.0,0.0,0.07,0.0,0.0,0.86,0.0,0.0,0.0,1.0,0.29,0.0,1.0,0.31
wsmt.csv,0.71,0.07,0.0,0.04,0.0,0.75,0.3,0.0,0.0,0.0,0.0,0.54,0.07,1.0,0.21
