,dxengine.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,haggle.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,madman.csv,hannosset.csv,ngl.csv,jas.csv,wsmt.csv,nunit.csv
dxengine.csv,0.96,0.73,0.38,0.31,0.0,0.36,0.1,0.6,0.18,0.12,0.0,0.48,0.12,0.29,0.32
e-bio-flow.csv,0.04,0.41,0.54,0.21,0.0,0.05,0.97,0.6,0.36,0.25,0.17,0.12,0.0,0.06,0.2
haggle.csv,0.67,0.36,0.23,0.29,0.33,0.96,0.13,0.2,0.18,0.25,0.0,0.54,0.0,0.09,0.32
hannosset.csv,0.0,0.0,0.08,0.0,0.0,0.0,0.03,0.0,0.0,0.0,1.0,0.01,0.0,0.06,0.08
jas.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.4,0.0,0.0,0.0,0.0,1.0,0.03,0.02
jbpm.csv,0.15,0.45,0.0,0.96,0.0,0.04,0.1,0.0,0.0,0.0,0.0,0.05,0.38,0.11,0.2
jgossipforum.csv,0.0,0.05,0.0,0.0,0.0,0.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0
joustsim.csv,0.56,0.18,0.15,0.13,0.0,0.39,0.4,0.0,1.0,0.62,0.0,0.51,0.5,0.17,0.38
log4net.csv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
madman.csv,0.0,0.14,0.08,0.0,0.0,0.11,0.13,0.0,0.09,1.0,0.0,0.05,0.0,0.03,0.02
ngl.csv,0.59,0.59,0.77,0.6,0.67,0.69,0.57,1.0,0.82,1.0,0.67,1.0,0.5,0.63,0.55
nunit.csv,0.04,0.64,0.31,0.46,0.0,0.14,0.27,0.4,0.55,0.25,0.0,0.1,0.25,0.43,0.92
piccolo2d.csv,0.0,0.05,0.92,0.02,0.0,0.01,0.03,0.0,0.09,0.12,0.0,0.03,0.0,0.03,0.1
sblim.csv,0.0,0.95,0.0,0.02,0.0,0.0,0.2,0.0,0.0,0.0,0.17,0.01,0.0,0.03,0.1
wsmt.csv,0.19,0.09,0.0,0.04,0.0,0.08,0.1,0.0,0.0,0.0,0.0,0.04,0.25,0.94,0.18
