,dxengine.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,haggle.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,madman.csv,hannosset.csv,ngl.csv,jas.csv,wsmt.csv,nunit.csv
dxengine.csv,0.0,0.31,0.34,0.14,0.27,0.41,0.12,0.26,0.1,0.31,0.3,0.31,0.2,0.43,0.21
e-bio-flow.csv,0.12,0.25,0.27,0.17,0.23,0.0,0.0,0.11,0.05,0.31,0.1,0.08,0.19,0.1,0.12
haggle.csv,0.37,0.23,0.15,0.06,0.12,0.05,0.02,0.08,0.07,0.1,0.3,0.26,0.05,0.07,0.14
hannosset.csv,0.02,0.0,0.02,0.02,0.07,0.0,0.08,0.0,0.02,0.02,0.0,0.04,0.02,0.07,0.04
jas.csv,0.0,0.01,0.01,0.01,0.0,0.0,0.04,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.01
jbpm.csv,0.02,0.39,0.09,0.0,0.15,0.05,0.1,0.09,0.03,0.0,0.04,0.02,0.09,0.23,0.23
jgossipforum.csv,0.0,0.04,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0
joustsim.csv,0.35,0.19,0.1,0.13,0.32,0.29,0.27,0.03,0.0,0.31,0.42,0.29,0.1,0.2,0.12
log4net.csv,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
madman.csv,0.06,0.02,0.02,0.04,0.02,0.0,0.1,0.0,0.0,0.0,0.13,0.02,0.01,0.13,0.01
ngl.csv,0.51,0.44,0.7,0.43,0.58,0.46,0.58,0.34,0.37,0.53,0.39,0.0,0.36,0.63,0.51
nunit.csv,0.02,0.23,0.13,0.11,0.23,0.22,0.17,0.23,0.13,0.22,0.1,0.04,0.19,0.73,0.01
piccolo2d.csv,0.04,0.11,0.0,0.03,0.06,0.0,0.04,0.01,0.03,0.04,0.0,0.04,0.0,0.03,0.03
sblim.csv,0.02,0.0,0.04,0.03,0.07,0.0,0.02,0.01,0.0,0.04,0.0,0.03,0.02,0.0,0.06
wsmt.csv,0.04,0.32,0.23,0.12,0.34,0.05,0.13,0.19,0.27,0.04,0.01,0.04,0.22,0.0,0.17
