,rhex.csv,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,rezilla.csv,yield.csv,hydrogen.csv,ossbuild.csv,quarkplayer.csv,virtuoso.csv,enzo.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv,natpad.csv
autowikibrowser.csv,0.35,0.31,0.43,0.86,0.36,0.05,0.12,0.21,0.66,0.5,0.57,0.28,0.3,0.26,0.45,0.59,0.45
dynalloy.csv,0.49,0.8,0.27,0.44,0.53,1.0,0.47,0.85,0.54,0.73,0.65,0.8,0.73,0.59,0.22,0.5,0.53
enzo.csv,0.89,0.68,0.76,0.96,0.85,0.28,0.76,0.52,0.8,0.58,0.63,0.28,0.94,0.91,0.86,0.66,0.8
hydrogen.csv,0.63,1.0,1.0,1.0,1.0,0.0,1.0,0.17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.59,0.34
jcae.csv,0.04,0.15,0.14,0.22,0.21,0.08,0.01,0.07,0.0,0.16,0.07,0.0,0.0,0.26,0.36,0.12,0.0
kmatplot.csv,0.12,0.24,0.31,0.56,0.98,0.78,0.15,0.22,0.53,0.04,0.99,0.0,0.61,0.5,0.94,0.06,0.45
lphant.csv,0.72,0.49,0.85,0.91,0.87,0.28,0.66,0.52,0.66,0.6,0.85,0.16,0.18,0.63,0.75,0.66,0.44
natpad.csv,0.22,0.19,0.69,0.9,0.45,0.65,0.25,0.36,0.61,0.16,0.89,0.84,0.12,0.13,0.32,0.53,0.38
nosleepsoftware.csv,0.1,0.0,0.07,0.04,0.19,0.0,0.06,0.01,0.09,0.08,0.04,0.08,0.12,0.17,0.25,0.0,0.31
ossbuild.csv,0.25,0.68,0.56,0.1,0.49,0.2,0.6,0.61,0.21,0.55,0.22,0.12,0.58,0.7,0.44,0.16,0.19
quarkplayer.csv,0.17,0.35,0.0,0.3,0.11,0.52,0.09,0.26,0.48,0.27,0.39,0.2,0.24,0.11,0.06,0.28,0.44
quickfast.csv,0.85,0.5,0.53,0.87,0.74,0.05,0.43,0.61,0.76,0.63,0.19,1.0,0.91,0.94,0.75,0.22,0.83
rezilla.csv,0.79,0.53,0.53,0.46,0.79,0.28,0.35,0.3,0.46,0.36,0.86,0.04,0.48,0.56,0.84,0.28,0.45
rhex.csv,0.28,0.17,0.31,0.43,0.3,0.05,0.13,0.13,0.0,0.25,0.33,0.32,0.0,0.61,0.36,0.31,0.05
rocrail.csv,0.33,0.47,0.57,0.61,0.4,0.22,0.26,0.25,0.58,0.35,0.49,0.08,0.85,0.35,0.26,0.44,0.5
virtuoso.csv,0.78,0.71,0.99,0.99,1.0,0.9,0.96,0.89,0.0,0.87,0.2,1.0,0.97,0.87,0.94,0.06,0.02
yield.csv,0.46,0.45,0.73,0.99,0.55,0.08,0.21,0.47,0.51,0.59,0.63,0.4,0.55,0.46,0.5,0.47,0.38
