,rsyslog.csv,acegisecurity.csv,openxava.csv,vars-redux.csv,wow-qrsk.csv,ppcboot.csv,gnupdate.csv,repositorium.csv,ultimairis.csv,xqilla.csv,wxstudio.csv,les-indemodables.csv,simplewebservices.csv,biopax.csv
acegisecurity.csv,1.0,1.0,23.0,5.0,2.0,0.0,0.0,4.0,2.0,74.0,3.0,0.0,0.0,1.0
biopax.csv,3.0,7.0,32.0,2.0,30.0,0.0,2.0,25.0,0.0,60.0,0.0,0.0,0.0,0.0
gnupdate.csv,1.0,0.0,16.0,3.0,22.0,0.0,0.0,20.0,0.0,119.0,0.0,2.0,0.0,1.0
les-indemodables.csv,3.0,11.0,32.0,2.0,3.0,0.0,16.0,1.0,2.0,45.0,19.0,0.0,0.0,1.0
openxava.csv,0.0,0.0,0.0,2.0,144.0,0.0,38.0,2.0,0.0,17.0,0.0,3.0,10.0,0.0
ppcboot.csv,4.0,7.0,33.0,2.0,67.0,0.0,2.0,3.0,1.0,60.0,0.0,0.0,0.0,1.0
repositorium.csv,2.0,0.0,33.0,3.0,44.0,0.0,105.0,2.0,3.0,34.0,0.0,6.0,2.0,0.0
rsyslog.csv,0.0,7.0,32.0,1.0,25.0,1.0,3.0,2.0,0.0,47.0,0.0,3.0,0.0,0.0
simplewebservices.csv,4.0,5.0,29.0,3.0,69.0,0.0,2.0,3.0,1.0,52.0,0.0,0.0,0.0,0.0
ultimairis.csv,3.0,1.0,29.0,0.0,9.0,0.0,2.0,2.0,0.0,119.0,6.0,1.0,0.0,0.0
vars-redux.csv,2.0,4.0,28.0,1.0,1.0,0.0,9.0,12.0,1.0,60.0,13.0,0.0,0.0,0.0
wow-qrsk.csv,0.0,0.0,18.0,1.0,19.0,0.0,2.0,96.0,3.0,44.0,2.0,0.0,0.0,0.0
wxstudio.csv,4.0,4.0,0.0,0.0,56.0,0.0,28.0,2.0,1.0,119.0,0.0,7.0,1.0,1.0
xqilla.csv,0.0,15.0,0.0,2.0,14.0,3.0,13.0,31.0,0.0,1.0,0.0,0.0,2.0,1.0
