,rsyslog.csv,acegisecurity.csv,openxava.csv,vars-redux.csv,wow-qrsk.csv,ppcboot.csv,gnupdate.csv,repositorium.csv,ultimairis.csv,xqilla.csv,wxstudio.csv,les-indemodables.csv,simplewebservices.csv,biopax.csv
acegisecurity.csv,0.73,0.68,0.44,0.69,0.75,0.53,0.4,0.36,0.77,0.33,0.32,0.84,0.71,0.52
biopax.csv,0.92,1.0,0.94,0.98,0.93,0.89,0.9,0.82,0.87,1.0,0.81,1.0,1.0,0.76
gnupdate.csv,0.58,0.62,0.25,0.92,0.7,0.29,0.8,0.36,0.81,0.0,0.46,0.73,0.55,0.42
les-indemodables.csv,0.73,0.7,1.0,0.61,0.73,0.25,0.5,0.36,0.62,0.33,0.62,0.7,0.46,0.65
openxava.csv,0.54,0.18,0.75,0.04,0.46,0.39,0.05,0.73,0.53,1.0,0.51,0.24,0.34,0.25
ppcboot.csv,1.0,1.0,1.0,1.0,0.99,0.58,1.0,1.0,0.96,1.0,0.97,1.0,1.0,0.99
repositorium.csv,0.08,0.02,0.56,0.06,0.01,0.12,0.0,0.82,0.04,1.0,0.41,0.14,0.4,0.3
rsyslog.csv,0.85,0.85,0.75,0.78,0.76,0.51,0.5,1.0,0.43,1.0,0.54,0.24,1.0,0.2
simplewebservices.csv,1.0,0.8,0.81,0.92,0.98,1.0,1.0,0.82,0.91,1.0,0.97,1.0,0.66,0.41
ultimairis.csv,0.96,0.98,0.69,0.86,0.82,0.98,1.0,0.27,0.62,0.0,0.3,0.32,0.72,0.46
vars-redux.csv,0.77,0.52,0.88,0.8,0.72,0.69,0.45,0.73,0.49,1.0,0.62,0.97,0.95,0.49
wow-qrsk.csv,0.08,0.48,0.62,0.73,0.86,0.42,0.3,0.0,0.02,1.0,0.03,0.97,0.22,0.31
wxstudio.csv,0.5,0.18,0.38,0.47,0.29,0.55,0.2,0.64,0.4,0.0,0.76,0.08,0.02,0.27
xqilla.csv,0.04,0.1,0.12,0.39,0.33,0.11,0.1,0.36,0.21,1.0,0.27,0.05,0.14,0.11
