,rsyslog.csv,acegisecurity.csv,openxava.csv,vars-redux.csv,wow-qrsk.csv,ppcboot.csv,gnupdate.csv,repositorium.csv,ultimairis.csv,xqilla.csv,wxstudio.csv,les-indemodables.csv,simplewebservices.csv,biopax.csv
acegisecurity.csv,0.58,0.53,0.52,0.38,0.5,0.78,0.94,0.83,0.45,0.39,0.59,0.54,0.43,0.49
biopax.csv,0.52,0.35,0.5,0.37,0.43,0.57,0.46,0.41,0.44,0.39,0.46,0.49,0.35,0.56
gnupdate.csv,0.71,0.52,0.69,0.38,0.46,0.86,0.69,0.52,0.43,0.67,0.61,0.48,0.5,0.63
les-indemodables.csv,0.54,0.39,0.49,0.49,0.52,0.42,0.4,0.54,0.43,0.35,0.48,0.56,0.48,0.48
openxava.csv,0.44,0.9,0.42,0.92,0.54,0.38,0.46,0.35,0.41,0.32,0.42,0.68,0.69,0.69
ppcboot.csv,0.53,0.38,0.48,0.35,0.45,0.85,0.47,0.44,0.46,0.39,0.48,0.48,0.35,0.43
repositorium.csv,0.75,0.83,0.76,0.89,0.99,0.97,0.79,0.61,0.95,0.38,0.83,0.94,0.63,0.71
rsyslog.csv,0.46,0.4,0.51,0.4,0.48,0.5,0.78,0.39,0.54,0.36,0.37,0.86,0.35,0.88
simplewebservices.csv,0.52,0.37,0.43,0.36,0.45,0.57,0.46,0.42,0.42,0.49,0.49,0.48,0.43,0.53
ultimairis.csv,0.52,0.34,0.35,0.34,0.43,0.57,0.46,0.83,0.66,0.88,0.57,0.67,0.38,0.63
vars-redux.csv,0.5,0.47,0.48,0.45,0.52,0.51,0.46,0.4,0.48,0.39,0.49,0.48,0.36,0.58
wow-qrsk.csv,0.5,0.55,0.38,0.41,0.59,0.85,0.89,0.0,0.75,0.38,0.67,0.48,0.89,0.58
wxstudio.csv,0.55,0.68,0.73,0.49,0.52,0.59,0.52,0.52,0.5,0.67,0.45,0.92,0.83,0.61
xqilla.csv,0.0,0.7,0.67,0.71,0.58,0.86,0.71,0.43,0.6,0.9,0.69,0.5,0.96,0.94
