,extprosys.csv,codeblocks.csv,qcad2.csv,fluidium.csv,haphazard.csv,silvertree.csv
codeblocks.csv,0.46,0.46,0.4,0.93,0.37,0.86
extprosys.csv,0.31,0.26,0.58,0.0,0.75,0.23
fluidium.csv,0.01,0.0,0.0,0.31,0.08,0.0
haphazard.csv,0.04,0.46,0.26,0.14,0.25,0.26
qcad2.csv,0.12,0.08,0.35,0.17,0.52,0.03
silvertree.csv,0.6,0.51,0.74,1.0,0.98,0.23
