,wgs-assembler.csv,nh3d.csv,jvcl.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,scen-connect.csv,jaxen.csv,emulemorph.csv,motu.csv,zabbix.csv,jfreechart.csv,gisgraphy.csv
blogentis.csv,0.43,0.02,0.24,0.13,0.54,0.49,0.06,0.11,0.05,0.29,0.56,0.0,0.26
emulemorph.csv,0.37,0.04,0.23,0.05,0.39,0.0,0.0,0.2,0.24,0.21,0.03,0.0,0.17
gisgraphy.csv,0.0,0.0,0.2,0.27,0.34,0.08,0.07,0.21,0.0,0.09,0.31,0.0,0.68
jaxen.csv,0.5,0.02,0.24,0.12,0.4,0.78,0.0,0.56,0.1,0.39,0.61,0.0,0.35
jvcl.csv,0.25,0.2,0.29,0.06,0.42,0.15,0.0,0.16,0.14,0.2,0.48,0.0,0.29
m-m-m.csv,0.41,0.03,0.15,0.14,0.39,0.91,0.03,0.11,0.11,0.39,0.52,0.05,0.42
motu.csv,0.49,0.03,0.19,0.13,0.41,0.64,0.0,0.11,0.13,0.5,0.51,0.02,0.43
nh3d.csv,0.5,0.8,0.0,0.12,0.41,0.91,0.03,0.11,0.0,0.36,0.57,0.02,0.48
sarasvati.csv,0.34,0.02,0.09,0.27,0.23,0.39,0.07,0.11,0.0,0.35,0.4,0.08,0.45
wgs-assembler.csv,0.51,0.02,0.18,0.1,0.39,0.5,0.04,0.09,0.09,0.38,0.46,0.0,0.47
zabbix.csv,0.5,0.0,0.18,0.14,0.39,0.52,0.0,0.11,0.11,0.33,0.53,0.0,0.46
